Date,boiler,solar_thermal_pump,laptop,washing_machine,dishwasher,tv,htpc,kettle,toaster,fridge,microwave,lcd_office,hifi_office,breadmaker,amp_livingroom,adsl_router,livingroom_s_lamp,soldering_iron,gigE_&_USBhub,hoover,kitchen_dt_lamp,bedroom_ds_lamp,lighting_circuit,livingroom_s_lamp2,iPad_charger,subwoofer_livingroom,livingroom_lamp_tv,DAB_radio_livingroom,kitchen_lamp2,kitchen_phone&stereo,utilityrm_lamp,samsung_charger,bedroom_d_lamp,coffee_machine,kitchen_radio,bedroom_chargers,hair_dryer,straighteners,iron,gas_oven,data_logger_pc,childs_table_lamp,childs_ds_lamp,baby_monitor_tx,battery_charger,office_lamp1,office_lamp2,office_lamp3,office_pc,office_ds_fan,LED_printer,Holiday,Total_power_mainMeter
27-11-13,0.375,0.007,0,0,0,0.109,0.31,0.233,0.499,1.041,0.051,0.147,0,0,0.026,0.118,0,0,0.035,0,0.031,0,0.493,0,0,0.018,0.014,0,0.374,0,0,0,0,0,0,0.008,0,0.005,0,0.016,0.269,0,0,0,0,0.024,0.018,0.022,0,0,0,0,7.491
28-11-13,0.365,0,0,0.884,0.957,0.426,0.431,0.436,0.064,1.396,0.277,0.039,0,0,0.093,0.133,0,0,0.034,0,0.022,0,0.879,0.011,0,0.065,0.045,0,0.402,0,0.003,0,0,0,0.001,0.016,0,0,0,0.063,0.292,0,0,0,0,0.006,0.004,0.003,0,0,0,0,12.104
29-11-13,0.445,0.052,0,0,0.955,0.31,0.326,0.247,0.241,0.794,0.106,0.064,0,0,0.069,0.133,0,0,0.02,0,0.034,0,0.57,0.033,0,0.048,0.021,0,0.399,0,0,0.003,0,0,0.002,0.007,0.053,0.011,0,0.038,0.29,0,0,0,0,0,0,0.007,0,0,0,0,8.903
30-11-13,0.457,0.021,0,1.003,0,0.288,1.33,0.221,0.411,1.001,0.256,0.369,0,0,0.069,0.124,0,0,0.066,0.904,0.04,0,0.668,0.001,0,0.049,0.041,0,0.368,0,0.001,0,0,0,0,0.002,0,0,0,0.051,0.272,0,0,0,0,0.027,0.022,0.031,0,0,0,0,12.329
01-12-13,0.492,0.013,0,0,0,0.172,0.441,0.278,0.229,0.703,0.076,0,0,0,0.041,0.114,0,0,0,0,0.05,0,0.346,0.006,0,0.028,0.028,0,0.326,0,0.001,0.001,0,0,0,0.01,0.117,0.005,0,0.019,0.261,0,0,0,0,0,0,0,0,0,0,0,6.602
02-12-13,0.49,0,0,2.134,1.015,0.151,0.246,0.27,0.165,0.79,0.055,0.05,0,0,0.036,0.114,0,0,0.011,0,0.036,0,0.559,0,0,0.024,0.01,0,0.199,0,0.002,0,0,0,0.004,0.007,0,0.004,0,0.023,0.264,0,0,0,0.012,0.013,0.011,0.007,0,0,0,0,10.214
03-12-13,0.498,0,0,0.715,0,0.086,0.251,0.384,0.162,0.96,0.082,0.462,0,0,0.02,0.126,0,0,0.057,0,0.029,0,0.514,0.025,0,0.056,0.062,0,0.386,0,0,0,0,0,0.003,0.007,0.041,0.014,0,0.036,0.28,0,0,0,0,0.037,0.028,0.068,0.454,0,0,0,9.538
04-12-13,0.529,0.005,0,0,0,0.058,0.4,0.327,0.173,0.821,0.074,0.394,0,0,0.014,0.13,0,0,0.091,0,0.03,0,0.373,0,0,0.005,0.007,0,0.395,0,0,0,0.099,0,0.003,0.006,0,0,0,0.002,0.286,0,0,0,0,0.032,0.025,0.058,0,0,0,0,7.307
05-12-13,0.441,0.04,0,0,0.799,0.087,0.243,0.275,0.285,0.699,0.056,0.054,0,0,0.047,0.114,0,0,0.013,0,0,0,0.649,0,0,0.014,0.01,0,0.366,0,0,0,0,0,0.014,0.008,0.1,0.01,0,0,0.263,0,0,0,0,0.015,0.012,0.008,0,0,0,1,7.326
06-12-13,0.565,0.04,0,1.354,0.242,0.232,0.237,0.446,0.26,0.811,0.107,0.155,0,0,0.051,0.117,0,0,0.037,0.312,0.018,0,0.644,0.029,0,0.036,0,0,0.319,0,0,0,0.063,0,0.004,0.006,0,0,0,0.025,0.268,0,0,0,0,0.042,0.036,0.023,0,0,0,0,10.338
07-12-13,0.515,0.005,0.034,0,0,0.498,0.503,0.303,0.294,0.877,0.234,0,0,0,0.112,0.115,0,0,0,0.578,0.009,0.102,0.647,0.025,0,0.079,0.066,0,0.358,0,0,0.006,0.001,0.066,0,0.004,0,0,0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,9.651
08-12-13,0.598,0.072,0,1.228,1.025,0.193,0.359,0.051,0.205,0.845,0.05,0.063,0,0,0.085,0.115,0,0,0,0,0.01,0,0.36,0.028,0,0.061,0.069,0,0.165,0,0,0.002,0,0.059,0,0.006,0.047,0.008,0,0.008,0.264,0,0,0,0,0,0,0.01,0.245,0,0,0,10.194
09-12-13,0.392,0.092,0,0,0,0.084,0.198,0.407,0.355,0.779,0.058,0.284,0,0,0.02,0.117,0,0,0.046,0,0.088,0,0.361,0.028,0,0.014,0.05,0,0,0,0,0,0.011,0,0.002,0.009,0,0.004,0,0.026,0.269,0,0,0,0,0.031,0.026,0.04,0.001,0,0,0,6.725
10-12-13,0.506,0.096,0,0.707,0,0.072,0.255,0.158,0.143,0.736,0.051,0.132,0,0,0.017,0.123,0,0,0.022,0,0.024,0,0.453,0,0,0.012,0,0,0.177,0,0.003,0,0.071,0,0.014,0.006,0.11,0.009,0,0.007,0.277,0,0,0,0,0.013,0.009,0.006,0,0,0,0,7.367
11-12-13,0.56,0.068,0,0,0.428,0.287,0.353,0.408,0.162,0.842,0.182,0.379,0,0,0.111,0.123,0,0,0.089,0,0.057,0,0.845,0.042,0,0.083,0.03,0,0.099,0,0,0,0.022,0,0.003,0.006,0,0,0,0.038,0.275,0,0,0,0,0.022,0.025,0.056,0,0,0,0,9.441
12-12-13,0.707,0.068,0.001,0.728,0.657,0.199,0.306,0.356,0.18,0.755,0.083,0.408,0,0,0.045,0.123,0,0,0.077,0,0.071,0,0.345,0.001,0,0.032,0.027,0,0.206,0,0,0,0.077,0,0.005,0.003,0.047,0.011,0,0,0.276,0.001,0,0,0,0.04,0.032,0.044,0,0,0,0,9.627
13-12-13,0.4,0,0,0,0,0.134,0.244,0.133,0.331,0.742,0.056,0.208,0,0,0.031,0.118,0,0,0.025,0.865,0.012,0,0.343,0.02,0,0.02,0.033,0,0.254,0,0,0,0.071,0,0.002,0.007,0,0.007,0,0,0.268,0,0,0,0.008,0.072,0.047,0.032,0,0,0,0,7.551
14-12-13,0.396,0.076,0,2.125,0.415,0.305,0.348,0.269,0.161,0.92,0.098,0.284,0,0,0.071,0.121,0,0,0.064,0,0.019,0,0.758,0.024,0,0.075,0.062,0,0.362,0,0.001,0,0,0,0.001,0.034,0,0,0,0.06,0.273,0,0,0,0,0.035,0.027,0.042,0,0,0,0,11.704
15-12-13,0.404,0.003,0,0,0.572,0.241,0.425,0.23,0.14,0.793,0.165,0,0,0,0.097,0.111,0,0,0,0.124,0.042,0,0.553,0.035,0,0.282,0.078,0,0.14,0,0,0,0,0.124,0,0.008,0.066,0.01,0,0.014,0.262,0,0,0,0,0,0,0,0,0,0,1,8.203
16-12-13,0.338,0.004,0.018,0.516,0,0.078,0.138,0.257,0.369,0.876,0.055,0.112,0,0,0.018,0.112,0,0,0.008,0,0.048,0,0.497,0.006,0,0.029,0.009,0,0.349,0,0,0,0,0,0.001,0.005,0,0.007,0.063,0.027,0.268,0,0,0,0,0.031,0.026,0.018,0,0,0.035,0,7.17
17-12-13,0.42,0.008,0,0.625,1.018,0.105,0.306,0.241,0.192,0.811,0.103,0.324,0,0,0.025,0.123,0,0,0.058,0,0,0,0.682,0.001,0,0.312,0.015,0,0.092,0,0.001,0,0,0,0.001,0.084,0.153,0.008,0,0.011,0.276,0.001,0,0,0,0.05,0.048,0.031,0,0,0.023,0,10.004
18-12-13,0.382,0.072,0,0,0,0.259,0.388,0.261,0.22,0.707,0.06,0.15,0,0,0.058,0.118,0,0,0.035,0,0.024,0,0.225,0.017,0,0.043,0.035,0,0.272,0.003,0,0,0,0,0,0.005,0,0.004,0.055,0,0.267,0,0,0,0,0.042,0.035,0.023,0,0,0,0,6.729
19-12-13,0.419,0.051,0,0.747,0,0.337,0.303,0.251,0.343,0.82,0.099,0.343,0.029,0,0.076,0.122,0,0,0.08,0,0.043,0,0.556,0.028,0,0.054,0.037,0,0.351,0.002,0,0,0.056,0.056,0.003,0.002,0,0,0,0.047,0.273,0,0.002,0,0,0.056,0.045,0.042,0,0,0.039,0,9.432
20-12-13,0.546,0.071,0,1.42,0.966,0.31,0.335,0.233,0.079,0.798,0.328,0.166,0,0,0.071,0.12,0,0,0.039,0,0.029,0,0.55,0.015,0,0.06,0.025,0,0.103,0,0.004,0.006,0,0,0,0.043,0,0,0,0.028,0.27,0,0,0,0,0.024,0.017,0.026,0,0,0.006,0,10.969
21-12-13,0.332,0,0,0.435,0,0.053,0.468,0.415,0.257,0.81,0.288,0,0,0,0.011,0.115,0,0,0,0.856,0.073,0,1.063,0.02,0,0.007,0.032,0,0.352,1.341,0,0,0.082,0,0.011,0.006,1.223,0.007,0,0.019,0.26,0,0,0,0,0,0,0,0,0,0,0,10.977
22-12-13,0.21,0.06,0,0,0,0,0.396,0.122,0.171,0.813,0.036,0,0,0,0,0.095,0,0,0,0,0.023,0,0.236,0.046,0,0,0,0,0.087,0,0,0,0.007,0,0,0.024,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,1,4.678
23-12-13,0,0,0,0,0,0,0.163,0,0,0.6,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0.073,0,0,0,0,0.126,0,0,0,0,0,0.001,0,0,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,3.13
24-12-13,0,0,0,0,0,0,0.228,0,0,0.622,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0.072,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,0,0,0,0,0,0,0,0,3.231
25-12-13,0,0.002,0,0,0,0.002,0.629,0,0,0.578,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0.071,0,0,0,0,0.119,0,0,0,0,0,0.001,0,0,0,0,0,0.256,0,0,0,0,0,0,0,0,0,0,1,3.662
26-12-13,0,0,0,0,0,0.002,0.293,0,0,0.489,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0.074,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0,0,0,0,0,0,0,0,0,1,3.139
27-12-13,0,0,0,0,0,0,0.399,0,0,0.531,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0.074,0,0.001,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0,0,3.304
28-12-13,0.394,0.067,0,1.1,0,0.192,0.455,0.199,0,0.63,0.045,0,0,0,0.045,0.117,0,0,0,0,0.018,0,0.338,0.058,0,0.032,0.04,0,0.117,0,0,0,0,0,0,0.004,0,0,0,0,0.261,0,0,0,0,0,0,0,0,0,0,0,7.535
29-12-13,0.58,0.055,0,0.577,0,0.204,0.232,0.134,0.291,0.691,0.07,0,0,0,0.048,0.115,0,0,0,0,0.044,0,0.432,0.018,0.005,0.032,0.031,0,0.125,0,0.127,0,0.001,0,0.002,0.017,0,0.01,0,0,0.259,0,0,0,0,0,0,0,0,0,0,1,7.749
30-12-13,0.478,0,0.005,0.743,0,0.471,0.53,0.326,0.235,0.779,0.166,0.015,0,0,0.133,0.113,0,0,0.003,0,0.031,0,0.711,0.03,0,0.077,0.03,0,0.125,0,0,0,0,0,0.001,0.007,0,0,0,0.026,0.295,0.001,0,0.001,0,0,0.003,0.002,0,0,0,0,8.953
31-12-13,0.473,0.005,0,2.157,1.054,0.002,0.753,0.53,0.242,0.857,0.235,0,0,0,0.132,0.112,0.123,0,0,1.093,0.095,0,1.192,0.062,0,0.095,0.092,0,0.184,0,0,0,0.045,0.187,0.001,0.001,0.106,0.007,0,0.047,0.326,0,0,0,0,0,0,0,0,0,0,0,15.41
01-01-14,0.48,0,0,0,1.055,0.513,1.273,0.281,0.401,0.916,0.209,0,0,0,0.171,0.118,0.019,0,0,0,0.042,0.002,0.898,0.027,0,0.167,0.134,0,0.326,0,0,0,0.002,0,0,0.014,0,0,0,0.018,0.259,0,0,0,0,0,0,0,0,0,0,1,11.344
02-01-14,0.454,0.075,0.002,1.127,0.397,0.334,0.457,0.253,0.167,0.862,0.159,0.054,0,0,0.086,0.114,0,0,0.012,0,0.056,0,0.446,0.03,0,0.089,0.074,0,0.117,0.078,0.001,0,0,0,0,0.005,0,0,0,0.025,0.264,0,0,0,0,0,0,0,0,0,0,0,9.761
03-01-14,0.46,0.053,0.002,0.498,0.584,0.467,0.319,0.281,0.46,0.825,0.087,0.225,0,0,0.149,0.115,0,0,0.006,0,0.055,0,0.68,0.017,0,0.107,0.036,0,0.24,0,0.001,0,0,0,0.001,0.007,0,0,0,0.014,0.269,0,0,0,0,0.041,0.035,0.024,0,0,0,0,10.136
04-01-14,0.42,0.005,0,0.51,0,0.259,0.349,0.296,0.312,0.845,0.066,0,0,0.488,0.076,0.114,0,0,0,0.911,0.056,0,0.814,0.024,0,0.055,0.064,0,0.353,0.025,0,0,0.052,0.073,0,0.006,0,0,0,0.025,0.26,0,0,0,0,0,0,0,0,0,0,0,10.073
05-01-14,0.537,0.058,0,0.637,0.978,0.291,0.379,0.24,0,0.783,0.148,0,0,0,0.069,0.118,0,0,0,0,0.081,0,0.7,0.026,0,0.055,0.061,0,0.206,0.156,0,0,0.017,0,0.001,0.007,0.127,0.007,0,0.012,0.263,0.001,0,0,0,0,0,0,0,0,0,0,9.033
06-01-14,0.385,0.098,0.001,0,0,0.322,0.351,0.271,0.167,0.835,0.048,0.22,0,0,0.069,0.125,0,0,0.001,0,0.049,0,0.375,0.023,0,0.051,0.042,0,0.183,0.117,0,0,0.014,0,0.013,0.009,0,0.006,0,0.018,0.277,0,0,0,0.01,0.051,0.04,0.028,0,0,0,1,7.251
07-01-14,0.544,0.037,0,1.567,0,0.21,0.42,0.327,0.169,0.946,0.171,0.487,0,0,0.046,0.126,0,0,0.105,0,0.054,0,0.704,0.015,0,0.034,0.045,0,0.066,0.1,0.002,0,0.026,0,0.001,0.01,0,0.01,0,0.052,0.278,0,0,0,0,0.078,0.071,0.051,0,0,0.018,0,10.682
08-01-14,0.445,0.089,0,0.655,0,0.391,0.448,0.312,0.159,0.832,0.123,0.287,0,0,0.085,0.122,0.039,0,0.032,0,0.011,0,0.606,0.049,0,0.062,0.082,0,0.369,0.084,0,0,0,0,0,0.001,0,0,0,0.02,0.271,0,0,0,0,0.043,0.036,0.025,0,0,0,0,9.211
09-01-14,0.34,0.075,0,0.684,0.869,0.265,0.18,0.5,0.184,0.961,0.09,0.767,0,0,0.06,0.127,0.022,0,0.13,0,0.077,0,0.677,0.029,0,0.042,0.051,0,0.382,0.087,0.001,0,0.006,0,0,0.011,0,0,0,0.034,0.279,0,0,0,0,0.129,0.105,0.072,0,0,0,0,11.282
10-01-14,0.512,0.115,0,0.737,0,0.019,0.013,0.439,0.376,0.854,0.338,0.057,0,0,0.004,0.117,0,0,0.013,0,0.06,0,0.559,0.017,0,0.004,0.003,0,0.363,0.082,0.001,0,0.005,0,0.001,0.003,0,0,0,0.015,0.263,0,0,0,0.006,0.018,0.013,0.008,0,0,0,0,8.23
11-01-14,0.237,0.065,0.039,0.624,1.033,0,0.064,0.096,0.16,0.69,0,0.137,0,0,0,0.12,0,0,0.029,0,0,0,0.088,0,0,0,0,0,0.236,0.083,0,0,0.056,0,0,0,0,0,0,0,0.269,0,0,0,0.02,0,0,0.009,0.093,0,0.019,0,7.092
12-01-14,0.219,0.031,0,0,0,0,0.093,0,0,0.606,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0,0,0,0,0,3.227
13-01-14,0.217,0.118,0,0,0,0.001,0.003,0,0,0.581,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,0,0,0,0,0,0,0,0,3.204
14-01-14,0.465,0.066,0,0,0,0,0.078,0.319,0.188,0.592,0,0.168,0,0,0,0.12,0.008,0,0.034,0.825,0,0,0.399,0,0,0,0,0,0,0.083,0,0,0,0,0.001,0.002,0,0,0,0,0.266,0,0,0,0,0.051,0.039,0.027,0,0,0,0,6.235
15-01-14,0.575,0.002,0,1.935,0,0.376,0.31,0.394,0.232,0.781,0.079,0,0,0,0.081,0.118,0.036,0,0,0,0.027,0,0.645,0.029,0,0.069,0.022,0,0.095,0.082,0.001,0,0,0,0.001,0.006,0,0,0,0.009,0.263,0,0,0,0,0,0,0,0,0,0,0,9.953
16-01-14,0.517,0.087,0.001,0.661,0,0.321,0.304,0.321,0.181,0.979,0.113,0.328,0,0.423,0.097,0.121,0.037,0,0.006,0,0.022,0,0.556,0.032,0,0.142,0.004,0,0.307,0.033,0.001,0,0.028,0,0,0.005,0,0,0,0.04,0.274,0,0,0,0.008,0.056,0.062,0.043,0,0,0,0,9.732
17-01-14,0.443,0.058,0.019,0.652,0.422,0.306,0.22,0.389,0.227,0.974,0.202,0.586,0,0,0.062,0.126,0.005,0,0.102,0,0.04,0,0.814,0.027,0,0.054,0,0,0.38,0.088,0.001,0,0,0,0,0.01,0,0.01,0,0.024,0.28,0,0,0,0,0.066,0.085,0.055,0,0,0.035,0,10.732
18-01-14,0.441,0.101,0,0.483,0.601,0.246,0.408,0.156,0.175,0.714,0.102,0.062,0,0,0.203,0.119,0.031,0,0.014,0.422,0,0,0.368,0.019,0,0.054,0.045,0,0.217,0,0.001,0,0.037,0,0,0.006,0,0.004,0,0,0.264,0,0,0.001,0,0.016,0.015,0.01,0,0,0,0,8.496
19-01-14,0.398,0.141,0,1.235,0,0.234,0.877,0.079,0.082,0.812,0.112,0.11,0,0,0.054,0.121,0.016,0,0,0,0.019,0.061,0.364,0.029,0,0.037,0.045,0,0.133,0,0,0.001,0,0,0,0.004,0,0.009,0,0,0.267,0,0,0,0,0,0.022,0.021,0.607,0,0,1,9.463
20-01-14,0.553,0.068,0,0.647,0,0.273,0.176,0.09,0.217,0.759,0.089,0.078,0,0,0.057,0.119,0.02,0,0,0,0.035,0,0.418,0.02,0,0.04,0,0,0.274,0,0.001,0,0,0,0.013,0.007,0,0,0,0,0.265,0,0,0,0,0,0,0.009,0.331,0,0,0,7.229
21-01-14,0.647,0.137,0,0.842,1.043,0,0.068,0.319,0.261,0.798,0.197,0.504,0.008,0,0,0.126,0,0,0.034,0,0.065,0,0.981,0,0,0,0,0,0.315,0,0.001,0,0,0,0.001,0.054,0.169,0.009,0,0.017,0.278,0,0,0,0,0.062,0.053,0.08,0,0,0.023,0,11.125
22-01-14,0.157,0.097,0,0,0,0,0.069,0.09,0.085,0.782,0.027,0.006,0,0,0,0.114,0.109,0,0.001,0,0.036,0,0.218,0,0,0,0,0,0.245,0,0,0,0.008,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0.001,0,0,0,0,4.47
23-01-14,0,0.082,0,0,0,0,0.04,0,0,0.533,0,0,0,0,0,0.114,0.16,0,0,0,0,0,0,0,0,0.001,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0.254,0.001,0,0,0,0,0,0,0,0,0,0,3.271
24-01-14,0,0.045,0,0,0,0,0.003,0,0,0.559,0,0,0,0,0,0.117,0.163,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,3.186
25-01-14,0,0.097,0,0,0,0,0.069,0,0,0.599,0,0,0,0,0,0.118,0.161,0,0,0,0,0,0,0,0,0.002,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,3.367
26-01-14,0,0,0,0,0,0,0.002,0,0,0.49,0,0,0,0,0,0.118,0.162,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0,0,0,0,0,1,3.033
27-01-14,0,0.108,0,0,0,0,0.066,0,0.002,0.538,0,0,0,0,0.003,0.118,0.163,0,0,0,0,0,0,0,0,0.003,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,3.318
28-01-14,0,0.084,0,0,0,0,0.068,0,0,0.567,0,0,0,0,0,0.118,0.162,0,0,0,0,0,0,0,0,0.001,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,3.327
29-01-14,0.241,0,0,0,0,0.231,0.22,0.114,0.07,0.448,0.031,0,0,0,0.053,0.117,0.124,0,0,0,0,0,0.141,0.009,0,0.037,0.03,0,0.141,0,0,0,0,0,0,0.006,0,0,0,0,0.258,0,0,0,0,0,0,0,0,0,0,0,4.538
30-01-14,0.662,0.002,0.001,1.827,0,0.259,0.195,0.363,0.158,0.794,0.146,0.056,0,0,0.056,0.117,0.016,0,0.001,0.045,0.031,0,0.773,0.027,0,0.021,0.014,0,0.246,0,0,0,0.025,0.002,0.001,0.007,0,0,0,0.046,0.261,0,0,0,0,0,0,0.009,0,0,0,0,10.157
31-01-14,0.494,0.003,0,0.72,0.402,0.358,0.238,0.332,0.069,0.805,0.398,0.161,0,0.448,0.091,0.12,0.017,0,0.035,0,0.028,0,0.742,0.022,0,0.064,0.04,0,0.368,0,0,0,0,0,0.002,0.006,0,0.01,0,0.037,0.266,0,0,0,0,0.041,0.038,0.025,0,0,0.017,0,10.018
01-02-14,0.603,0.124,0,0.566,0.566,0.172,0.199,0.281,0.285,0.746,0.021,0,0,0,0.041,0.118,0.021,0,0,0.622,0.019,0,0.738,0.028,0,0.029,0.019,0,0.259,0,0.03,0,0,0,0.001,0.009,0,0,0,0,0.263,0,0,0,0,0,0,0,0,0,0,0,9.402
02-02-14,0.44,0.175,0,1.259,0,0.313,1.316,0.326,0.22,0.785,0.157,0,0,0,0.074,0.12,0.013,0,0,0,0.024,0,0.521,0.021,0,0.103,0.031,0,0.09,0,0,0,0,0,0,0.007,0,0,0,0,0.263,0,0,0,0,0,0,0,0,0,0,1,9.629
03-02-14,0.359,0.167,0,0,0.994,0,1.309,0.196,0.167,0.651,0.058,0.062,0,0,0,0.121,0.009,0,0.014,0,0.102,0,0.493,0.005,0,0,0.008,0,0.257,0,0,0,0.001,0,0.014,0.009,0,0.017,0,0,0.264,0,0,0,0,0.016,0.014,0.009,0,0,0,1,8.275
04-02-14,0.486,0.123,0,0.645,0,0.167,1.382,0.274,0.148,0.795,0.121,0.457,0,0,0.038,0.128,0,0,0.099,0,0.078,0,0.622,0.028,0,0.052,0.021,0,0.388,0,0.001,0,0.031,0,0,0.007,0,0,0,0.036,0.279,0,0,0,0,0.032,0.025,0.074,0,0,0,0,10.118
05-02-14,0.416,0.09,0,0,0.967,0.294,1.369,0.17,0.09,0.769,0.309,0.002,0,0,0.106,0.125,0.016,0,0.001,0,0.047,0,0.508,0.041,0,0.309,0,0,0.353,0,0.001,0,0.002,0,0.016,0.009,0,0.01,0,0.017,0.274,0,0,0,0,0,0,0,0,0,0,0,9.669
06-02-14,0.537,0,0,0,0,0.198,1.372,0.516,0.082,0.777,0.077,0.231,0,0,0.045,0.126,0.008,0,0.007,0.071,0.053,0,0.711,0.004,0,0.032,0.029,0,0.102,0.023,0,0,0.003,0,0.002,0.036,0,0,0,0.038,0.274,0,0,0,0.006,0.062,0.042,0.027,0,0,0,0,8.587
07-02-14,0.371,0.109,0.001,1.465,0,0.308,1.333,0.349,0.179,0.837,0.108,0.146,0,0,0.068,0.121,0.013,0,0.03,0.281,0.028,0,0.809,0.041,0,0.049,0.033,0,0.365,0.082,0,0,0.013,0,0.003,0.005,0,0,0,0.01,0.265,0,0,0,0,0.035,0.027,0.023,0,0,0,0,11.472
08-02-14,0.59,0.105,0,0,1.001,0.149,1.307,0.399,0.444,0.887,0.119,0,0,0,0.035,0.119,0.006,0,0,0.751,0.032,0,0.994,0.004,0,0.025,0.025,0,0.165,0.081,0,0,0.032,0,0.002,0.006,0,0,0,0.019,0.261,0,0,0,0,0,0,0,0,0,0,0,10.922
09-02-14,0.452,0.161,0,0.661,0,0.282,0.745,0.363,0.161,0.804,0.168,0.004,0,0,0.066,0.119,0,0,0,0,0.05,0,0.488,0.019,0,0.062,0.055,0,0.209,0.081,0,0,0,0,0,0.004,0.029,0.007,0,0.022,0.264,0,0,0,0,0,0,0,0,0,0,0,8.433
10-02-14,0.432,0.099,0,0,0.986,0.341,0.251,0.53,0.337,0.83,0.077,0,0,0,0.077,0.118,0.006,0,0,0,0.068,0,0.935,0.002,0,0.057,0.045,0,0.246,0.081,0,0,0,0,0,0.006,0,0.002,0,0.016,0.265,0,0,0,0,0,0,0,0,0,0,0,8.613
11-02-14,0.561,0.099,0.003,0.717,0,0.301,0.202,0.349,0.348,0.845,0.101,0.405,0,0,0.062,0.125,0,0,0.002,0,0.064,0,0.531,0.036,0,0.046,0.01,0,0.226,0.084,0,0,0,0,0,0.006,0,0.01,0,0.016,0.276,0,0,0,0,0.09,0.076,0.049,0,0,0,1,9.186
12-02-14,0.546,0.005,0,0,1.022,0.257,0.213,0.344,0.083,0.878,0.271,0,0,0,0.039,0.116,0.014,0,0,0,0.06,0,0.804,0.016,0,0.039,0.033,0,0.076,0.192,0.001,0,0,0.003,0.001,0.006,0,0.004,0,0.044,0.264,0,0,0,0,0,0,0,0,0,0,0,8.138
13-02-14,0.522,0.173,0.018,0.661,0,0.302,0.235,0.335,0.184,0.823,0.119,0.022,0,0,0.09,0.116,0.01,0,0,0,0.034,0,0.512,0.031,0,0.066,0.025,0,0.104,0.127,0.001,0,0,0,0.012,0.005,0,0,0,0.031,0.265,0,0,0,0,0,0,0.004,0,0,0,0,7.836
14-02-14,0.57,0,0,1.377,0.965,0.42,0.318,0.308,0.234,0.776,0.116,0,0,0,0.116,0.118,0,0,0,0,0.045,0,0.788,0.029,0,0.084,0.047,0,0.364,0.031,0.001,0,0.001,0,0.014,0.004,0,0.01,0,0,0.264,0,0,0,0.015,0,0,0,0,0,0,0,10.64
15-02-14,0.578,0.143,0,0.576,0,0.469,0.41,0.714,0.458,0.942,0.098,0,0,0,0.155,0.119,0.018,0,0,0,0.022,0,0.65,0.026,0,0.119,0.02,0,0.093,0,0,0,0.02,0,0.002,0.014,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0,0,9.057
16-02-14,0.489,0.186,0,1.811,0.429,0.272,0.25,0.246,0.15,0.863,0.138,0,0,0,0.098,0.118,0.019,0,0,0.067,0.014,0,0.426,0.012,0,0.069,0.036,0,0.108,0.045,0,0,0.006,0,0.002,0.003,0,0,0,0.024,0.265,0,0,0,0,0,0,0,0,0,0,1,9.63
17-02-14,0.433,0.164,0,0.621,0.609,0.223,0.23,0.257,0.346,0.755,0.232,0,0,0,0.046,0.118,0.026,0,0,0,0.05,0,0.539,0.027,0,0.053,0.044,0,0.098,0,0,0,0.001,0,0.001,0.005,0,0,0,0.027,0.265,0,0,0,0.006,0.001,0,0,0,0,0,0,8.034
18-02-14,0.427,0.113,0,0.636,0,0.157,0.157,0.257,0.163,0.885,0.253,0,0,0,0.037,0.119,0.047,0,0,0,0.028,0,0.817,0.022,0,0.024,0.042,0,0.207,0,0.085,0,0,0,0.006,0.017,0,0,0,0.028,0.266,0,0,0,0,0,0,0,0,0,0,0,7.64
