Date,boiler,solar_thermal_pump,laptop,washing_machine,dishwasher,tv,htpc,kettle,toaster,fridge,microwave,lcd_office,hifi_office,breadmaker,amp_livingroom,adsl_router,livingroom_s_lamp,soldering_iron,gigE_&_USBhub,hoover,kitchen_dt_lamp,bedroom_ds_lamp,lighting_circuit,livingroom_s_lamp2,iPad_charger,subwoofer_livingroom,livingroom_lamp_tv,DAB_radio_livingroom,kitchen_lamp2,kitchen_phone&stereo,utilityrm_lamp,samsung_charger,bedroom_d_lamp,coffee_machine,kitchen_radio,bedroom_chargers,hair_dryer,straighteners,iron,gas_oven,data_logger_pc,childs_table_lamp,childs_ds_lamp,baby_monitor_tx,battery_charger,office_lamp1,office_lamp2,office_lamp3,office_pc,office_ds_fan,LED_printer,Total_power_mainMeter
11-03-14,0.434,0.123,0,0,0,0.063,0.037,0.344,0.261,0.778,0.092,0.417,0,0,0.013,0.123,0.022,0,0.097,0,0.004,0,0.382,0.011,0,0.009,0.007,0,0,0,0,0,0,0,0.005,0.007,0,0.005,0,0.011,0.273,0.001,0,0,0,0.121,0.097,0.059,0,0,0,10.039
12-03-14,0.45,0.259,0,1.288,0.426,0.208,0.15,0.107,0.33,0.772,0.436,0.503,0,0,0.048,0.123,0,0,0.086,0,0.011,0,0.367,0.019,0,0.033,0.039,0,0.067,0,0.001,0,0,0,0.004,0,0,0,0,0.018,0.272,0,0,0,0,0.009,0.009,0.018,0.001,0,0.017,7.562
13-03-14,0.247,0.285,0,0.667,0.608,0.106,0.078,0.229,0.156,0.652,0.109,0.087,0,0.407,0.045,0.119,0,0,0.02,0,0.015,0.001,0.401,0.007,0,0.017,0.014,0,0.063,0,0,0,0,0,0.02,0,0,0.012,0,0,0.266,0,0,0,0,0.025,0.022,0.012,0,0,0,6.878
14-03-14,0.264,0.273,0,0,0,0.11,0.083,0.262,0.134,0.768,0.118,0.446,0.012,0,0.439,0.124,0,0,0.107,0,0.012,0,0.411,0.005,0,0.018,0.013,0,0.053,0,0,0,0,0,0.003,0.005,0,0.005,0,0.015,0.274,0,0,0,0,0.022,0.023,0.011,0,0,0,11.622
15-03-14,0.284,0.224,0,3.17,0,0.28,0.208,0.357,0.247,0.831,0.054,0,0,0,0.067,0.12,0.061,0,0,0.992,0,0,0.379,0.015,0,0.046,0.049,0,0.063,0,0,0,0,0,0.002,0.007,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,6.896
16-03-14,0.258,0.297,0,0,1.017,0.353,0.279,0.214,0.072,0.744,0.059,0,0,0,0.079,0.119,0.03,0,0,0,0.013,0,0.282,0.018,0,0.043,0.042,0,0,0,0,0,0,0,0.01,0.012,0,0.008,0,0.04,0.264,0,0,0,0,0,0,0,0,0,0,5.407
17-03-14,0.233,0.249,0,0,0,0.064,0.05,0.226,0.349,0.742,0.04,0.064,0,0,0.015,0.118,0,0,0.014,0,0.171,0,0.248,0.001,0,0.01,0.008,0,0.124,0,0,0.002,0,0,0.013,0.006,0,0.006,0,0.002,0.264,0,0,0,0,0.016,0.02,0.009,0,0,0.021,5.816
18-03-14,0.278,0.195,0,0.606,0,0.084,0.067,0.164,0.163,0.679,0.081,0.042,0,0,0.02,0.119,0.014,0,0.009,0,0.018,0,0.305,0,0,0.014,0.011,0,0,0,0,0,0.001,0,0.004,0.005,0,0.01,0,0,0.265,0,0,0,0,0.013,0.009,0.006,0,0,0,8.335
19-03-14,0.404,0.317,0,0.541,0.391,0.075,0.273,0.235,0.295,0.833,0.05,0.533,0.07,0,0.016,0.124,0,0,0.093,0,0,0,0.393,0.004,0,0.012,0.011,0,0,0,0,0,0,0,0.004,0.001,0,0.007,0,0,0.273,0,0,0,0,0.027,0.021,0.014,0,0,0,11.516
20-03-14,0.329,0.197,0,1.211,0.564,0.435,0.295,0.445,0.161,0.84,0.231,0.436,0,0,0.106,0.123,0,0,0.066,0.667,0.016,0,0.604,0.017,0,0.166,0.028,0,0,0,0,0,0,0,0.002,0.032,0,0,0,0.025,0.273,0,0,0,0,0.021,0.017,0.021,0.165,0,0.034,7.323
21-03-14,0.283,0.264,0,0,0,0.568,0.443,0.169,0.157,0.745,0.161,0.026,0,0,0.12,0.118,0,0,0.006,0.698,0.005,0.003,0.403,0.005,0,0.083,0.042,0,0,0,0,0,0,0,0.012,0.02,0.017,0,0,0,0.264,0,0,0.001,0,0.008,0.006,0.004,0,0,0,10.422
22-03-14,0.342,0.254,0,1.772,0.998,0.215,0.209,0.247,0.219,0.885,0.131,0.089,0,0,0.049,0.123,0.024,0,0,0,0.03,0,0.428,0.001,0,0.036,0.02,0,0.051,0,0,0,0,0,0.001,0.008,0,0,0,0,0.273,0,0,0,0,0,0,0.008,0.318,0,0.012,6.022
23-03-14,0.363,0.301,0,0,0,0.233,0.167,0.237,0.158,0.828,0.098,0,0,0,0.053,0.118,0.056,0,0,0,0.026,0,0.455,0.017,0,0.036,0.046,0,0,0,0,0,0,0,0,0.014,0,0.009,0.024,0,0.264,0,0,0,0,0,0,0,0,0,0,7.064
24-03-14,0.377,0.25,0,1.159,0,0.178,0.243,0.181,0.071,0.684,0.064,0,0,0,0.041,0.119,0.045,0,0,0,0,0,0.241,0.014,0,0.028,0.061,0,0,0,0,0,0,0,0.012,0.008,0,0,0,0.031,0.264,0,0,0,0,0,0.003,0,0,0,0,10.547
25-03-14,0.414,0.19,0,0.663,0.957,0.223,0.299,0.501,0.357,0.793,0.14,0.477,0,0,0.064,0.118,0.046,0,0.067,0,0.029,0,0.641,0.015,0,0.045,0.245,0,0,0.009,0,0,0,0,0.003,0.006,0,0.01,0,0.024,0.271,0,0,0,0,0.025,0.022,0.054,0,0,0,7.225
26-03-14,0.687,0.151,0,0,0,0.134,0.193,0.44,0.136,0.713,0.221,0.092,0,0,0.03,0.119,0.043,0,0.036,0,0.047,0.004,0.848,0.028,0,0.02,0,0,0.119,0,0,0,0,0,0.001,0.007,0,0,0,0.012,0.265,0,0,0,0,0.014,0.01,0.024,0,0,0,12.327
27-03-14,0.782,0.241,0,2.186,0.99,0.06,0.041,0.617,0.301,0.775,0.12,0.008,0,0,0.05,0.119,0.05,0,0.002,0,0.023,0,0.654,0.012,0,0.008,0.046,0,0.223,0,0.003,0,0.107,0.104,0.005,0.008,0,0,0,0.012,0.265,0,0,0,0,0,0,0.001,0,0,0,9.514
28-03-14,0.382,0.303,0,1.412,0,0.263,0.17,0.459,0.236,0.884,0.12,0.014,0.001,0,0.056,0.123,0.024,0,0,0.318,0.04,0,0.565,0,0,0.109,0.016,0,0.376,0,0,0,0.019,0,0,0,0,0,0,0.03,0.272,0,0,0,0,0,0.003,0.003,0,0,0.012,9.966
29-03-14,0.366,0.328,0,0.693,0.963,0.117,0.107,0.663,0.304,0.773,0.197,0.018,0,0,0.027,0.12,0.066,0,0,0.441,0.072,0,0.758,0.017,0,0.018,0.015,0,0.197,0,0,0,0.012,0,0.001,0.008,0,0,0,0.039,0.264,0,0,0,0,0,0,0.003,0,0,0,7.635
30-03-14,0.23,0.221,0,0,0.987,0.257,0.208,0.124,0.237,0.935,0.041,0,0,0,0.062,0.119,0.065,0,0,0,0.02,0,0.601,0.032,0,0.043,0.088,0,0.135,0,0,0,0.001,0.143,0,0,0,0.007,0,0.079,0.264,0,0,0,0,0,0.002,0,0,0,0,9
31-03-14,0.233,0.24,0,1.489,0,0.343,0.41,0.409,0.144,0.837,0.113,0.222,0,0,0.078,0.122,0.004,0,0.043,0,0.08,0,0.592,0,0,0.054,0,0,0,0,0,0,0.043,0,0.001,0.012,0,0,0,0,0.27,0,0,0,0,0.047,0.045,0.033,0,0,0,11.326
01-04-14,0.273,0.307,0.001,2.507,0.967,0.201,0.239,0.335,0.063,0.851,0.111,0.608,0.017,0,0.042,0.126,0.042,0,0.112,0,0.021,0,0.308,0,0,0.07,0.023,0,0,0,0,0,0.028,0,0,0.005,0,0.009,0,0.054,0.277,0,0,0,0,0.064,0.059,0.038,0.178,0,0,9.194
02-04-14,0.236,0.243,0,0,0.992,0.209,0.291,0.44,0.239,0.87,0.1,0.197,0,0,0.175,0.124,0.032,0,0.042,0,0.013,0,0.286,0.001,0,0.272,0.021,0,0.086,0,0,0,0,0,0.001,0.004,0,0,0,0,0.273,0,0,0,0,0.038,0.037,0.026,0,0,0,10.886
03-04-14,0.27,0.21,0,1.994,0.928,0.186,0.123,0.277,0.081,0.745,0.066,0.209,0,0,0.038,0.12,0.006,0,0,0,0.047,0,0.604,0,0,0,0,0,0.216,0,0,0,0.009,0,0,0.005,0.003,0.011,0,0.011,0.266,0,0,0,0,0,0.01,0.023,0.589,0,0,7.261
04-04-14,0.268,0.257,0,0,0,0.381,0.373,0.266,0.158,0.829,0.245,0,0,0,0.086,0.116,0.022,0,0,0.786,0.021,0,0.573,0.004,0,0.061,0.047,0,0,0,0,0,0.002,0.002,0,0.006,0,0,0,0.017,0.259,0,0,0,0,0,0,0,0,0,0,8.059
05-04-14,0.233,0.267,0,0.573,0.956,0.187,0.16,0.59,0.28,0.801,0.094,0.067,0,0,0.09,0.117,0.076,0,0,0,0.071,0,0.348,0,0,0.09,0.023,0,0,0,0,0,0,0,0,0.006,0,0.01,0,0.003,0.261,0,0,0,0,0.001,0.009,0.005,0.168,0,0,6.882
06-04-14,0.282,0.183,0,0,0,0.487,0.324,0.144,0.159,0.791,0.132,0,0,0,0.073,0.116,0.041,0,0,0,0.034,0,0.446,0.005,0,0.09,0.034,0,0,0,0,0,0.003,0,0,0.004,0,0,0,0,0.259,0,0,0,0,0,0.006,0,0,0,0,9.053
07-04-14,0.31,0.134,0,1.569,0,0.331,0.246,0.286,0.076,0.926,0.064,0.288,0,0,0.062,0.12,0.046,0,0.04,0,0.017,0,0.473,0,0,0.046,0.038,0,0.091,0,0.002,0,0.001,0.002,0.004,0.006,0.003,0.01,0,0.028,0.268,0,0,0,0,0,0,0.023,0.342,0,0.03,9.967
08-04-14,0.276,0.296,0,0,0.949,0.415,0.261,0.414,0.294,0.949,0.075,0.37,0,0,0.384,0.121,0.008,0,0.04,0.365,0.009,0,0.475,0,0,0.042,0.034,0,0.125,0,0,0,0,0.005,0,0.005,0,0.006,0,0.038,0.27,0,0,0,0,0.03,0.009,0.006,0,0,0,8.582
09-04-14,0.263,0.297,0,2.179,0,0.294,0.316,0.185,0.145,0.685,0.045,0.041,0,0,0.07,0.117,0.025,0,0.006,0,0,0,0.184,0,0,0.05,0.026,0,0,0,0,0.003,0,0,0,0.005,0,0.01,0,0,0.261,0,0,0,0,0,0.002,0.004,0,0,0,6.432
10-04-14,0.236,0.296,0,0,0,0.291,0.202,0.401,0.169,0.765,0.086,0.245,0,0,0.065,0.119,0.005,0,0.019,0,0,0,0.523,0,0,0.044,0.023,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.263,0,0,0,0,0.038,0,0.004,0,0,0,7.85
11-04-14,0.235,0.233,0,0.633,0,0.136,0.242,0.377,0.329,0.736,0.07,0.344,0,0,0.127,0.124,0,0,0.002,0,0,0,0.653,0,0,0.092,0,0,0,0,0,0,0,0.05,0.004,0,0,0.009,0,0.022,0.274,0.003,0,0,0,0,0,0.055,0,0,0,3.324
12-04-14,0.206,0.209,0,0,0,0,0.017,0,0,0.64,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0,3.539
13-04-14,0.211,0.31,0,0,0,0,0.11,0,0,0.652,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,3.497
14-04-14,0.241,0.27,0,0,0.106,0,0.148,0,0,0.583,0,0,0,0,0,0.11,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.262,0,0,0,0,0,0.002,0,0,0,0,9.92
15-04-14,0.243,0.31,0.001,1.192,0.858,0.181,0.127,0.371,0.209,0.785,0.069,0.332,0,0.49,0.04,0.12,0.029,0,0.035,0,0,0,0.357,0,0,0.024,0.023,0,0,0,0,0,0,0,0.001,0.009,0,0,0,0.014,0.27,0,0,0,0,0,0.003,0,0,0,0,6.413
16-04-14,0.231,0.307,0,0.669,0,0.278,0.231,0.278,0.142,0.691,0.093,0.028,0,0,0.069,0.116,0.003,0,0.005,0,0,0,0.143,0,0,0.075,0.028,0,0,0,0,0,0,0,0,0.004,0,0,0,0.017,0.261,0,0,0,0,0,0.001,0,0,0,0,11.241
17-04-14,0.289,0.297,0,1.139,0.919,0.423,0.431,0.629,0.317,0.718,0.056,0.433,0,0,0.087,0.122,0.017,0,0.081,0.67,0.005,0,0.392,0,0,0.06,0.023,0,0,0,0,0,0.006,0,0,0.005,0.004,0.009,0,0.033,0.273,0,0,0,0,0,0,0,0,0,0,7.916
18-04-14,0.27,0.216,0,1.138,0,0.399,0.498,0.301,0.287,0.871,0.03,0,0,0,0.089,0.116,0.004,0,0,0,0.004,0,0.273,0,0,0.061,0.024,0,0,0,0.006,0,0,0,0,0.006,0,0,0,0.007,0.259,0,0,0,0.008,0,0.008,0,0,0,0,9.794
19-04-14,0.373,0.368,0.008,1.193,0.963,0.341,0.247,0.376,0.215,0.758,0.163,0,0,0,0.07,0.12,0.009,0,0,0,0.002,0,0.368,0,0,0.048,0.022,0,0,0.001,0,0,0.002,0,0.004,0.006,0,0.008,0,0.01,0.266,0,0,0,0,0,0.003,0,0,0,0,5.487
20-04-14,0.359,0.09,0,0,0,0.093,0.216,0.198,0.164,0.735,0.091,0,0,0,0.022,0.117,0.038,0,0,0,0.003,0,0.4,0.011,0,0.01,0.029,0,0.181,0,0,0,0.012,0,0.014,0.005,0.045,0,0,0,0.262,0,0,0,0,0,0.006,0,0,0,0,7.356
21-04-14,0.301,0.325,0,0.539,0,0.264,0.2,0.164,0.076,0.817,0.244,0.063,0,0,0.071,0.118,0,0,0.01,0,0.005,0,0.211,0.008,0,0.053,0.036,0,0.218,0,0,0,0,0,0,0.004,0,0.007,0,0,0.263,0,0,0,0,0.01,0.003,0.008,0.282,0,0,8.132
22-04-14,0.481,0.155,0,0,0.936,0.212,0.142,0.401,0.361,0.84,0.223,0.139,0,0,0.047,0.118,0.025,0,0.018,0,0,0,0.279,0,0,0.032,0.02,0,0.184,0,0,0,0.06,0,0.001,0.008,0,0,0,0.011,0.266,0,0,0,0,0,0.006,0.008,0,0,0,8.548
23-04-14,0.236,0.308,0,1.264,0,0.137,0.253,0.185,0.081,0.89,0.248,0.337,0,0,0.031,0.119,0.024,0,0.083,0,0.022,0,0.335,0,0,0.022,0.016,0,0,0,0,0,0,0,0,0.005,0,0.015,0,0.044,0.271,0,0,0,0,0,0.005,0,0,0,0,8.647
24-04-14,0.237,0.331,0.001,0.478,0.931,0.251,0.156,0.616,0.08,0.81,0.178,0.023,0,0,0.051,0.115,0.007,0,0.005,0,0.076,0,0.723,0,0,0.035,0.018,0,0.006,0,0,0,0,0,0.001,0.005,0,0,0,0.016,0.261,0,0,0,0,0,0,0,0,0,0,7.128
25-04-14,0.382,0.03,0,0,0,0.317,0.322,0.396,0.086,0.885,0.21,0.137,0,0,0.066,0.118,0.049,0,0.019,0,0.006,0,0.637,0.003,0,0.046,0.046,0,0.071,0.004,0,0,0.022,0,0.004,0.005,0,0.008,0,0.024,0.265,0,0,0,0,0.014,0.003,0.011,0,0,0,8.655
26-04-14,0.259,0.341,0,1.184,0,0.177,0.15,0.31,0.166,0.976,0.331,0.077,0,0,0.042,0.118,0.03,0,0.01,0.504,0.008,0,0.243,0,0,0.029,0.024,0,0,0,0,0,0.084,0,0,0.004,0,0,0,0.026,0.317,0,0,0,0,0,0.01,0.006,0,0,0,7.293
27-04-14,0.324,0.223,0,0,0.961,0.167,0.118,0.205,0.153,0.842,0.282,0.006,0,0,0.036,0.115,0.008,0,0,0.08,0.018,0,0.474,0.003,0,0.025,0.027,0,0.059,0.049,0,0,0.04,0,0,0.004,0,0,0,0,0.33,0,0,0,0,0,0.003,0,0,0,0,5.435
28-04-14,0.278,0.209,0,0,0,0.22,0.141,0.191,0.083,0.803,0.285,0,0,0,0.046,0.115,0.006,0,0,0,0.019,0,0.345,0,0,0.034,0.025,0,0,0.039,0,0,0.004,0,0.01,0.004,0,0.006,0,0.017,0.257,0,0,0,0,0,0.003,0,0,0,0,8.941
29-04-14,0.247,0.229,0,1.109,0.937,0.184,0.196,0.285,0,0.897,0.405,0.288,0,0,0.042,0.126,0,0,0.118,0,0.009,0,0.494,0,0,0.029,0.021,0,0,0.084,0,0,0.015,0.003,0.002,0.008,0,0,0,0.021,0.277,0,0,0,0,0,0.003,0.003,0,0,0,8.491
30-04-14,0.275,0.326,0,1.853,0,0.178,0.25,0.222,0,0.77,0.223,0,0,0,0.038,0.117,0,0,0,0,0,0,0.144,0,0,0.026,0.009,0,0,0.082,0,0,0.022,0,0,0.004,0,0.009,0,0.022,0.261,0,0,0,0,0,0.001,0,0,0,0,8.198
01-05-14,0.332,0.069,0,0,0,0.26,0.172,0.415,0.221,0.957,0.138,0.436,0,0,0.049,0.125,0.036,0,0.096,0.46,0.024,0,0.822,0,0,0.034,0.03,0,0.08,0.083,0,0,0.026,0,0.004,0.006,0,0,0,0.019,0.276,0,0,0,0,0.037,0.004,0.067,0,0,0,8.789
02-05-14,0.284,0.103,0,0.556,0.927,0.414,0.384,0.422,0.141,0.881,0.373,0.086,0,0,0.139,0.119,0.079,0,0.019,0,0,0,0.315,0.024,0,0.099,0.011,0,0.256,0.046,0,0,0.039,0,0.001,0.005,0,0.009,0,0,0.265,0,0,0,0,0.023,0.006,0.012,0,0,0,6.717
03-05-14,0.328,0.357,0,0,0,0.327,0.324,0.243,0.234,0.669,0.235,0,0,0,0.096,0.117,0,0,0,0,0.084,0,0.191,0,0,0.035,0.03,0,0,0.002,0,0,0.024,0.053,0,0.004,0,0,0,0.024,0.262,0,0,0,0,0,0.001,0,0,0,0,8.745
04-05-14,0.335,0.309,0,1.772,0.946,0.115,0.109,0.223,0.098,0.759,0.282,0,0,0,0.024,0.117,0.045,0,0,0,0.033,0,0.326,0,0,0.017,0.036,0,0.079,0.001,0,0,0,0,0,0.006,0,0.006,0,0.009,0.261,0,0,0,0,0,0.006,0,0,0,0,8.531
05-05-14,0.27,0.273,0,0.639,0,0.184,0.231,0.323,0.076,0.732,0.276,0.502,0,0,0.036,0.121,0.036,0,0.088,0,0,0,0.249,0,0,0.025,0.029,0,0.09,0,0,0,0.01,0,0.001,0.006,0.067,0,0,0.022,0.272,0,0,0,0,0,0.003,0,0,0,0,6.818
06-05-14,0.239,0.316,0,0.543,0,0.146,0.217,0.22,0,1.014,0.1,0,0,0.381,0.031,0.107,0,0,0,0,0,0,0.47,0,0,0.023,0.017,0,0,0,0,0,0.019,0,0.001,0.006,0,0.007,0,0.036,0.262,0,0,0,0,0,0.003,0,0,0,0,7.416
07-05-14,0.233,0.181,0,0.437,0.912,0.284,0.196,0.296,0.155,0.832,0.185,0,0,0,0.057,0.109,0.008,0,0,0,0.013,0,0.34,0,0,0.035,0.022,0,0,0.004,0,0,0.014,0,0.001,0.005,0,0,0,0,0.262,0,0,0,0,0,0.002,0,0,0,0,8.409
08-05-14,0.291,0.11,0,0.903,0,0.226,0.152,0.423,0.186,0.857,0.217,0.212,0,0,0.047,0.12,0,0,0.043,0,0.078,0,0.623,0,0,0.066,0.017,0,0,0.043,0,0,0,0,0.001,0.006,0,0.009,0,0.024,0.269,0,0,0,0,0,0.007,0.031,0,0,0.016,8.702
09-05-14,0.25,0.332,0.05,1.426,0,0.189,0.238,0.391,0.143,0.84,0.242,0.078,0,0,0.042,0.117,0,0,0.002,0,0.005,0,0.333,0,0,0.257,0.017,0,0,0.025,0,0,0,0,0.01,0,0,0.005,0,0.023,0.264,0,0,0,0,0,0.006,0.002,0,0,0,7.817
10-05-14,0.283,0.24,0,0,0.888,0.256,0.176,0.201,0.24,0.857,0.186,0,0,0,0.056,0.115,0.027,0,0,0.562,0.012,0,0.286,0.079,0,0.043,0.052,0,0,0.006,0,0,0.021,0,0.001,0.009,0.003,0.006,0,0,0.261,0,0,0,0,0,0.007,0,0,0,0,8.28
11-05-14,0.334,0.194,0,0.406,0.89,0.283,0.302,0.403,0.234,0.804,0.062,0,0,0,0.06,0.117,0.026,0,0,0,0.047,0,0.566,0,0,0.041,0.02,0,0.038,0,0,0,0,0.059,0,0.003,0,0.007,0,0.045,0.263,0,0,0,0,0,0.004,0,0,0,0,7.316
12-05-14,0.254,0.318,0,0.929,0,0.233,0.185,0.325,0,0.849,0.235,0.045,0,0,0.049,0.117,0.01,0,0.009,0,0.048,0,0.462,0,0,0.034,0.008,0,0,0.028,0,0.001,0.011,0,0.001,0.006,0,0,0,0,0.265,0,0,0,0,0,0.004,0.007,0,0,0,7.582
13-05-14,0.31,0.202,0,0,0,0.238,0.184,0.336,0.281,0.794,0.512,0.486,0,0,0.053,0.124,0,0,0.091,0,0.021,0,0.599,0,0,0.037,0.025,0,0,0.09,0,0,0,0,0.001,0.007,0,0,0,0.038,0.275,0,0,0,0,0,0.003,0.034,0,0,0.014,9.477
14-05-14,0.237,0.348,0,0.998,0.936,0.198,0.13,0.379,0.184,0.834,0.091,0.539,0,0,0.04,0.124,0,0,0.101,0,0,0,0.33,0,0,0.029,0.017,0,0,0.048,0,0,0,0,0.001,0.005,0,0,0,0,0.275,0,0,0,0,0.006,0.011,0.009,0,0,0,6.489
15-05-14,0.237,0.301,0,0.005,0,0.268,0.171,0.227,0.091,0.821,0.048,0.269,0,0,0.056,0.121,0,0,0.073,0.53,0,0,0.231,0,0,0.039,0,0,0,0.013,0,0,0.005,0,0,0.003,0,0,0,0,0.271,0.002,0,0,0,0.026,0.023,0.016,0,0,0,8.109
16-05-14,0.234,0.358,0,0.871,0,0.255,0.215,0.233,0.166,0.777,0.22,0.55,0,0,0.049,0.126,0,0,0.11,0,0,0,0.119,0,0,0.035,0,0,0,0.007,0,0,0.008,0,0,0.007,0,0,0,0.015,0.279,0.001,0,0,0,0.027,0.001,0.017,0,0,0,6.013
17-05-14,0.234,0.28,0,0,0.851,0.221,0.272,0.345,0.178,0.837,0.119,0,0,0,0.048,0.117,0.025,0,0,0,0.009,0,0.149,0,0,0.036,0.022,0,0,0,0,0,0.012,0,0,0.005,0,0.013,0,0.014,0.263,0,0,0,0,0,0.002,0,0,0,0,6.734
18-05-14,0.248,0.369,0,0,0,0.276,0.32,0.121,0.16,0.88,0.329,0,0,0.473,0.056,0.118,0,0,0,0,0.004,0,0.165,0,0,0.04,0.015,0,0,0.004,0,0,0,0,0,0.003,0,0.01,0,0,0.266,0,0,0,0,0,0.006,0,0,0,0,9.315
19-05-14,0.216,0.276,0,0.77,0,0.199,1.364,0.302,0.233,1.077,0.052,0.413,0,0,0.04,0.126,0,0,0.095,0,0,0,0.11,0,0,0.03,0,0,0,0.001,0,0,0.003,0,0,0.006,0,0,0,0,0.275,0,0,0,0,0.018,0.025,0.017,0,0.06,0,6.173
20-05-14,0.218,0.162,0,0,0,0.223,0.476,0.31,0.15,0.989,0.243,0,0,0,0.127,0.115,0.009,0,0,0,0,0,0.368,0,0,0.187,0.02,0,0,0.001,0,0,0,0,0,0.005,0,0,0,0.035,0.262,0,0,0,0,0,0.002,0,0,0,0,9.346
21-05-14,0.236,0.301,0,0.871,0.86,0.203,0.138,0.302,0.152,0.884,0.055,0.622,0.003,0,0.037,0.122,0,0,0.103,0,0,0,0.312,0,0,0.026,0,0,0,0.015,0,0,0,0,0,0.005,0,0.014,0,0.036,0.274,0.003,0,0,0,0.02,0.002,0.018,0,0,0,5.671
22-05-14,0.238,0.271,0,0,0,0.4,0.258,0.209,0.151,0.825,0.184,0,0,0,0.083,0.114,0.001,0,0,0,0,0,0.146,0,0,0.075,0.012,0,0,0,0,0,0,0,0,0.005,0,0,0,0.012,0.261,0,0,0,0,0,0.002,0,0,0,0,10.26
23-05-14,0.239,0.201,0,1.675,0,0.131,0.179,0.336,0.31,0.891,0.046,0.609,0,0,0.026,0.126,0,0,0.15,0,0,0,0.642,0,0,0.018,0,0,0,0.011,0,0,0,0,0,0.001,0,0,0,0.01,0.278,0.001,0,0.003,0,0.025,0.025,0.055,0,0,0.047,6.693
24-05-14,0.227,0.227,0,0,0.923,0,0.066,0.192,0.189,0.77,0.019,0.102,0,0,0,0.115,0.107,0,0.023,0,0,0,0.163,0,0,0.001,0,0,0,0,0,0,0,0,0,0.02,0,0.018,0,0,0.26,0,0,0,0,0,0.06,0.005,0.522,0.038,0.011,3.998
25-05-14,0.209,0.337,0,0,0,0,0.118,0,0,0.789,0,0,0,0,0,0.114,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.003,0,0,0,0,0.108,0,0,0,0,3.698
26-05-14,0.212,0.02,0,0,0,0,0.218,0,0,0.724,0,0,0,0,0,0.114,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,0.108,0,0,0,0,3.279
27-05-14,0.208,0,0,0,0,0,0.055,0,0,0.625,0,0,0,0,0,0.115,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0.11,0,0,0,0,3.453
28-05-14,0.217,0.014,0,0,0,0,0.09,0,0,0.677,0,0,0,0,0,0.116,0.167,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,0.111,0,0,0,0,4.077
29-05-14,0.214,0.129,0,0,0,0,0.039,0,0,0.712,0,0,0,0,0.002,0.116,0.164,0,0,0.432,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.262,0,0,0,0,0,0.109,0,0,0,0,3.749
30-05-14,0.212,0.191,0,0,0,0,0.16,0,0,0.632,0,0,0,0,0,0.116,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0.107,0,0,0,0,4.25
31-05-14,0.209,0.241,0,0,0,0.122,0.124,0,0,0.744,0.064,0,0,0,0.028,0.116,0.139,0,0,0,0,0,0.12,0.009,0,0.019,0.015,0,0,0,0,0,0.003,0,0,0.001,0,0,0,0,0.259,0,0,0.001,0,0,0.096,0,0,0,0,8.45
01-06-14,0.233,0.27,0.002,0.978,0,0.054,0.089,0.407,0.334,0.794,0.116,0.307,0,0,0.013,0.122,0,0,0.106,0,0,0,0.296,0.011,0,0.009,0.007,0,0,0,0,0,0,0,0,0.001,0,0,0,0.045,0.272,0,0,0,0,0,0,0.004,0.483,0,0.051,7.958
02-06-14,0.237,0.296,0,0.769,0.856,0.22,0.167,0.283,0.221,1.016,0.03,0,0,0,0.048,0.119,0,0,0,0,0,0,0.309,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0.27,0,0,0,0,0,0,0,0,0,0,6.077
03-06-14,0.278,0.238,0,0,0,0.218,0.235,0.317,0.098,0.933,0.284,0,0,0,0.041,0.116,0.021,0,0,0,0,0,0.331,0.078,0,0.029,0,0,0.197,0,0,0,0,0,0,0.006,0,0.016,0,0,0.267,0,0,0,0,0,0,0,0,0,0,6.033
04-06-14,0.237,0.155,0,0,0,0.608,0.404,0.219,0.166,0.768,0.214,0,0,0,0.167,0.115,0,0,0,0,0,0,0.228,0,0,0.144,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0.266,0,0,0,0,0,0,0,0,0,0,7.09
