Date,boiler,solar_thermal_pump,laptop,washing_machine,dishwasher,tv,kitchen_lights,htpc,kettle,toaster,fridge,microwave,lcd_office,hifi_office,breadmaker,amp_livingroom,adsl_router,livingroom_s_lamp,soldering_iron,gigE_&_USBhub,hoover,kitchen_dt_lamp,bedroom_ds_lamp,lighting_circuit,livingroom_s_lamp2,iPad_charger,subwoofer_livingroom,livingroom_lamp_tv,DAB_radio_livingroom,kitchen_lamp2,kitchen_phone&stereo,utilityrm_lamp,samsung_charger,bedroom_d_lamp,coffee_machine,kitchen_radio,bedroom_chargers,hair_dryer,straighteners,iron,gas_oven,data_logger_pc,childs_table_lamp,childs_ds_lamp,baby_monitor_tx,battery_charger,office_lamp1,office_lamp2,office_lamp3,office_pc,office_ds_fan,LED_printer,Holiday,Average_Temp_in_Celsius,Average_Humidity_in_percentage,Average_WindSpeed_in_KMperH,Total_power_mainMeter
22-02-14,1.463,2.078,0,0.729,0.546,0.121,5.762,0.18,0.474,0.132,0.885,0.095,0.04,0,0,0.065,0.12,0.074,0,0.001,0,0.083,0,6.827,0.038,0,0.048,0.034,0,0.092,0.01,0,0,0,0,0.003,0.001,0,0.009,0,0.037,0.267,0,0,0,0,0.008,0,0.006,0,0,0.012,0,7,73,21,8.946
23-02-14,1.402,0.805,0,0,0.987,0.432,5.407,0.286,0.169,0.222,0.952,0.31,0,0,0,0.129,0.121,0.045,0,0,0,0.06,0.001,6.318,0.013,0,0.115,0.019,0,0.071,0,0,0,0,0,0.002,0.009,0,0,0,0.029,0.27,0,0,0,0,0,0,0,0,0,0,1,10,74,29,8.382
24-02-14,0.573,1.963,0.012,0.689,0,0.154,3.924,0.118,0.442,0.075,0.818,0.148,0.14,0,0,0.034,0.118,0.012,0,0.008,0,0.047,0,4.444,0.003,0,0.024,0.016,0,0.067,0,0,0,0,0,0.001,0.009,0,0.011,0,0,0.264,0,0,0,0,0.017,0.013,0.021,0,0,0.08,0,11,72,24,7.372
25-02-14,0.858,1.72,0,0.976,0,0.302,4.169,0.207,0.34,0.212,0.792,0.2,0.342,0,0,0.065,0.123,0.066,0,0.086,0,0.025,0,3.458,0.026,0,0.046,0.014,0,0.074,0.027,0,0,0,0,0.001,0.005,0,0,0,0.048,0.273,0,0,0,0,0.03,0.023,0.055,0,0,0.016,0,8,79,26,8.614
26-02-14,0.72,2.639,0,1.176,0.987,0.291,4.187,0.202,0.436,0.202,0.821,0.102,0.046,0,0,0.103,0.117,0.063,0,0.01,0,0.065,0,4.788,0.017,0,0.046,0.038,0,0.097,0,0,0,0,0,0.007,0.007,0,0,0,0.009,0.262,0,0,0,0,0.008,0.006,0.006,0,0,0.003,0,7,74,16,9.804
27-02-14,1.147,1.839,0,0,0,0.465,2.66,0.282,0.259,0.158,0.786,0.107,0.407,0,0,0.106,0.124,0.031,0,0.102,0,0.086,0.001,2.843,0.027,0,0.075,0.052,0,0.197,0,0,0,0.001,0,0,0.006,0,0.011,0,0,0.274,0,0,0,0,0.045,0.036,0.065,0,0,0,0,7,74,23,8.045
28-02-14,2.015,1.257,0,0,0,0.452,7.205,0.305,0.422,0.122,0.893,0.357,0.239,0.001,0,0.107,0.125,0.092,0,0.035,0,0.025,0,8.393,0.046,0,0.075,0.074,0,0.124,0,0,0,0,0,0.001,0,0,0,0,0.019,0.275,0,0,0,0,0,0,0.05,0.855,0,0,0,4,89,14,9.721
01-03-14,0.951,1.712,0,0.67,1.052,0.055,4.335,0.111,0.283,0.217,0.804,0.074,0.249,0,0,0.013,0.124,0.033,0,0,1.12,0.025,0.003,6.03,0.015,0,0.009,0.03,0,0.096,0,0.004,0,0,0,0.001,0.008,0,0.018,0,0.03,0.274,0.001,0,0,0,0,0,0,0.667,0,0,0,4,84,34,10.791
02-03-14,1.283,1.301,0,0.708,0,0.196,2.077,0.306,0.276,0.225,0.72,0.086,0,0,0,0.055,0.118,0.032,0,0,0,0.005,0,2.306,0.056,0,0.037,0.041,0,0.146,0,0.002,0,0,0,0.01,0.01,0,0,0,0,0.263,0.006,0,0,0.008,0,0,0,0,0,0,0,6,78,18,7.171
03-03-14,0.352,1.29,0,0,0,0.116,2.079,0.085,0.139,0.149,0.53,0.058,0.039,0,0,0.026,0.091,0.017,0,0.003,0,0,0,2.166,0,0,0.018,0.013,0,0.254,0,0,0,0,0,0.011,0.006,0,0.01,0,0,0.245,0,0,0,0,0.01,0.009,0.005,0,0,0,0,7,84,13,4.367
04-03-14,1.017,1.439,0,0,0,0.07,2.453,0.047,0.299,0.341,0.753,0.107,0.558,0,0,0.017,0.129,0.012,0,0.047,0,0.01,0,2.389,0,0,0.011,0.004,0,0.082,0,0,0,0,0,0.003,0.007,0,0.006,0,0,0.463,0,0,0,0,0.032,0.024,0.029,0,0,0,0,6,77,11,6.863
05-03-14,0.985,2.237,0,0.792,1.078,0,2.162,0.073,0.176,0.063,0.735,0.049,0.19,0,0,0,0.12,0,0,0.038,0,0.01,0,2.609,0,0,0,0,0,0.359,0,0,0,0,0,0.002,0.009,0.02,0.01,0,0,0.33,0,0,0,0,0.033,0.025,0.015,0,0,0.01,0,7,71,10,8.408
06-03-14,0.689,2.59,0,0.55,0,0.078,2.546,0.056,0.3,0.398,0.883,0.036,0.381,0.015,0.457,0.019,0.123,0,0,0.095,0,0.016,0,2.781,0.003,0,0.013,0.015,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0.272,0,0,0,0,0.028,0.014,0.009,0,0,0.01,0,10,76,14,7.758
07-03-14,1.172,1.718,0,0,0,0.08,3.839,0.059,0.338,0.047,1.165,0.334,0.057,0,0.49,0.019,0.118,0.005,0,0.013,0,0.16,0,5.284,0.033,0,0.013,0.039,0,0.088,0,0,0,0,0,0.003,0.005,0,0.009,0,0.026,0.263,0.002,0,0,0,0.018,0.014,0.009,0,0,0,0,11,76,18,7.402
08-03-14,0.667,2.614,0,0.563,1.01,0.278,4.045,0.273,0.187,0.371,0.922,0.066,0,0,0,0.093,0.118,0,0,0,1.052,0.016,0,4.58,0.009,0,0.065,0.029,0,0.063,0,0.046,0,0,0,0.003,0.007,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0,1,11,68,16,9.818
09-03-14,0.37,2.482,0,2.465,0,0.141,3.725,0.183,0.149,0.387,0.828,0.057,0,0,0,0.035,0.119,0.031,0,0,0,0.014,0,4.3,0.016,0,0.024,0.02,0,0.061,0.001,0.047,0,0,0,0,0.006,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,12,65,10,9.471
10-03-14,0.242,2.205,0,0,0,0.051,2.456,0.039,0.171,0.398,0.673,0.109,0.058,0,0,0.013,0.117,0.045,0,0.013,0,0.018,0,2.321,0.001,0,0.009,0.007,0,0,0,0,0,0.001,0,0.015,0.009,0,0.01,0,0,0.264,0,0,0,0,0.023,0.013,0.008,0,0,0,0,7,79,8,5.111
11-03-14,1.046,1.231,0,0,0,0.063,2.262,0.037,0.344,0.261,0.778,0.092,0.417,0,0,0.013,0.123,0.022,0,0.097,0,0.004,0,3.534,0.011,0,0.009,0.007,0,0,0,0,0,0,0,0.005,0.007,0,0.005,0,0.011,0.273,0.001,0,0,0,0.121,0.097,0.059,0,0,0,0,7,82,26,6.659
12-03-14,1.131,2.59,0,1.288,0.426,0.208,3.054,0.15,0.107,0.33,0.772,0.436,0.503,0,0,0.048,0.123,0,0,0.086,0,0.011,0,3.155,0.019,0,0.033,0.039,0,0.067,0,0.001,0,0,0,0.004,0,0,0,0,0.018,0.272,0,0,0,0,0.009,0.009,0.018,0.001,0,0.017,0,8,86,19,10.039
13-03-14,0.232,2.853,0,0.667,0.608,0.106,3.378,0.078,0.229,0.156,0.652,0.109,0.087,0,0.407,0.045,0.119,0,0,0.02,0,0.015,0.001,3.338,0.007,0,0.017,0.014,0,0.063,0,0,0,0,0,0.02,0,0,0.012,0,0,0.266,0,0,0,0,0.025,0.022,0.012,0,0,0,0,8,86,3,7.562
14-03-14,0.352,2.726,0,0,0,0.11,3.078,0.083,0.262,0.134,0.768,0.118,0.446,0.012,0,0.439,0.124,0,0,0.107,0,0.012,0,3.092,0.005,0,0.018,0.013,0,0.053,0,0,0,0,0,0.003,0.005,0,0.005,0,0.015,0.274,0,0,0,0,0.022,0.023,0.011,0,0,0,0,8,76,6,6.878
15-03-14,0.47,2.244,0,3.17,0,0.28,2.25,0.208,0.357,0.247,0.831,0.054,0,0,0,0.067,0.12,0.061,0,0,0.992,0,0,3.403,0.015,0,0.046,0.049,0,0.063,0,0,0,0,0,0.002,0.007,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,12,60,19,11.622
16-03-14,0.383,2.971,0,0,1.017,0.353,1.809,0.279,0.214,0.072,0.744,0.059,0,0,0,0.079,0.119,0.03,0,0,0,0.013,0,2.465,0.018,0,0.043,0.042,0,0,0,0,0,0,0,0.01,0.012,0,0.008,0,0.04,0.264,0,0,0,0,0,0,0,0,0,0,1,13,61,18,6.896
17-03-14,0.181,2.487,0,0,0,0.064,2.14,0.05,0.226,0.349,0.742,0.04,0.064,0,0,0.015,0.118,0,0,0.014,0,0.171,0,2.239,0.001,0,0.01,0.008,0,0.124,0,0,0.002,0,0,0.013,0.006,0,0.006,0,0.002,0.264,0,0,0,0,0.016,0.02,0.009,0,0,0.021,0,11,71,11,5.407
18-03-14,0.541,1.951,0,0.606,0,0.084,2.876,0.067,0.164,0.163,0.679,0.081,0.042,0,0,0.02,0.119,0.014,0,0.009,0,0.018,0,2.593,0,0,0.014,0.011,0,0,0,0,0,0.001,0,0.004,0.005,0,0.01,0,0,0.265,0,0,0,0,0.013,0.009,0.006,0,0,0,0,11,66,21,5.816
19-03-14,0.98,3.166,0,0.541,0.391,0.075,3.135,0.273,0.235,0.295,0.833,0.05,0.533,0.07,0,0.016,0.124,0,0,0.093,0,0,0,3.487,0.004,0,0.012,0.011,0,0,0,0,0,0,0,0.004,0.001,0,0.007,0,0,0.273,0,0,0,0,0.027,0.021,0.014,0,0,0,0,10,71,23,8.335
20-03-14,0.778,1.972,0,1.211,0.564,0.435,3.314,0.295,0.445,0.161,0.84,0.231,0.436,0,0,0.106,0.123,0,0,0.066,0.667,0.016,0,5.514,0.017,0,0.166,0.028,0,0,0,0,0,0,0,0.002,0.032,0,0,0,0.025,0.273,0,0,0,0,0.021,0.017,0.021,0.165,0,0.034,0,11,74,31,11.516
21-03-14,0.445,2.639,0,0,0,0.568,3.103,0.443,0.169,0.157,0.745,0.161,0.026,0,0,0.12,0.118,0,0,0.006,0.698,0.005,0.003,3.82,0.005,0,0.083,0.042,0,0,0,0,0,0,0,0.012,0.02,0.017,0,0,0,0.264,0,0,0.001,0,0.008,0.006,0.004,0,0,0,0,9,66,23,7.323
22-03-14,0.749,2.537,0,1.772,0.998,0.215,2.979,0.209,0.247,0.219,0.885,0.131,0.089,0,0,0.049,0.123,0.024,0,0,0,0.03,0,4.278,0.001,0,0.036,0.02,0,0.051,0,0,0,0,0,0.001,0.008,0,0,0,0,0.273,0,0,0,0,0,0,0.008,0.318,0,0.012,0,8,68,26,10.422
23-03-14,1.039,3.015,0,0,0,0.233,3.605,0.167,0.237,0.158,0.828,0.098,0,0,0,0.053,0.118,0.056,0,0,0,0.026,0,4.29,0.017,0,0.036,0.046,0,0,0,0,0,0,0,0,0.014,0,0.009,0.024,0,0.264,0,0,0,0,0,0,0,0,0,0,1,6,79,16,6.022
24-03-14,0.963,2.5,0,1.159,0,0.178,1.806,0.243,0.181,0.071,0.684,0.064,0,0,0,0.041,0.119,0.045,0,0,0,0,0,2.216,0.014,0,0.028,0.061,0,0,0,0,0,0,0,0.012,0.008,0,0,0,0.031,0.264,0,0,0,0,0,0.003,0,0,0,0,0,4,72,11,7.064
25-03-14,1.213,1.895,0,0.663,0.957,0.223,5.483,0.299,0.501,0.357,0.793,0.14,0.477,0,0,0.064,0.118,0.046,0,0.067,0,0.029,0,6.135,0.015,0,0.045,0.245,0,0,0.009,0,0,0,0,0.003,0.006,0,0.01,0,0.024,0.271,0,0,0,0,0.025,0.022,0.054,0,0,0,0,7,77,18,10.547
26-03-14,2.793,1.507,0,0,0,0.134,3.671,0.193,0.44,0.136,0.713,0.221,0.092,0,0,0.03,0.119,0.043,0,0.036,0,0.047,0.004,7.73,0.028,0,0.02,0,0,0.119,0,0,0,0,0,0.001,0.007,0,0,0,0.012,0.265,0,0,0,0,0.014,0.01,0.024,0,0,0,0,4,85,11,7.225
27-03-14,3.174,2.414,0,2.186,0.99,0.06,2.55,0.041,0.617,0.301,0.775,0.12,0.008,0,0,0.05,0.119,0.05,0,0.002,0,0.023,0,5.668,0.012,0,0.008,0.046,0,0.223,0,0.003,0,0.107,0.104,0.005,0.008,0,0,0,0.012,0.265,0,0,0,0,0,0,0.001,0,0,0,0,6,82,10,12.327
28-03-14,1.094,3.032,0,1.412,0,0.263,5.88,0.17,0.459,0.236,0.884,0.12,0.014,0.001,0,0.056,0.123,0.024,0,0,0.318,0.04,0,5.594,0,0,0.109,0.016,0,0.376,0,0,0,0.019,0,0,0,0,0,0,0.03,0.272,0,0,0,0,0,0.003,0.003,0,0,0.012,0,6,84,10,9.514
29-03-14,0.92,3.283,0,0.693,0.963,0.117,5.29,0.107,0.663,0.304,0.773,0.197,0.018,0,0,0.027,0.12,0.066,0,0,0.441,0.072,0,7.087,0.017,0,0.018,0.015,0,0.197,0,0,0,0.012,0,0.001,0.008,0,0,0,0.039,0.264,0,0,0,0,0,0,0.003,0,0,0,0,8,80,8,9.966
30-03-14,0.133,2.21,0,0,0.987,0.257,4.099,0.208,0.124,0.237,0.935,0.041,0,0,0,0.062,0.119,0.065,0,0,0,0.02,0,5.441,0.032,0,0.043,0.088,0,0.135,0,0,0,0.001,0.143,0,0,0,0.007,0,0.079,0.264,0,0,0,0,0,0.002,0,0,0,0,1,11,77,5,7.635
31-03-14,0.201,2.396,0,1.489,0,0.343,4.772,0.41,0.409,0.144,0.837,0.113,0.222,0,0,0.078,0.122,0.004,0,0.043,0,0.08,0,5.163,0,0,0.054,0,0,0,0,0,0,0.043,0,0.001,0.012,0,0,0,0,0.27,0,0,0,0,0.047,0.045,0.033,0,0,0,0,11,80,5,9
01-04-14,0.353,3.072,0.001,2.507,0.967,0.201,2.543,0.239,0.335,0.063,0.851,0.111,0.608,0.017,0,0.042,0.126,0.042,0,0.112,0,0.021,0,2.575,0,0,0.07,0.023,0,0,0,0,0,0.028,0,0,0.005,0,0.009,0,0.054,0.277,0,0,0,0,0.064,0.059,0.038,0.178,0,0,0,11,76,26,11.326
02-04-14,0.2,2.425,0,0,0.992,0.209,2.332,0.291,0.44,0.239,0.87,0.1,0.197,0,0,0.175,0.124,0.032,0,0.042,0,0.013,0,2.748,0.001,0,0.272,0.021,0,0.086,0,0,0,0,0,0.001,0.004,0,0,0,0,0.273,0,0,0,0,0.038,0.037,0.026,0,0,0,0,11,87,23,9.194
03-04-14,0.355,2.096,0,1.994,0.928,0.186,3.808,0.123,0.277,0.081,0.745,0.066,0.209,0,0,0.038,0.12,0.006,0,0,0,0.047,0,4.583,0,0,0,0,0,0.216,0,0,0,0.009,0,0,0.005,0.003,0.011,0,0.011,0.266,0,0,0,0,0,0.01,0.023,0.589,0,0,0,13,81,8,10.886
04-04-14,0.488,2.57,0,0,0,0.381,4.086,0.373,0.266,0.158,0.829,0.245,0,0,0,0.086,0.116,0.022,0,0,0.786,0.021,0,3.928,0.004,0,0.061,0.047,0,0,0,0,0,0.002,0.002,0,0.006,0,0,0,0.017,0.259,0,0,0,0,0,0,0,0,0,0,0,12,76,14,7.261
05-04-14,0.211,2.67,0,0.573,0.956,0.187,3.304,0.16,0.59,0.28,0.801,0.094,0.067,0,0,0.09,0.117,0.076,0,0,0,0.071,0,3.308,0,0,0.09,0.023,0,0,0,0,0,0,0,0,0.006,0,0.01,0,0.003,0.261,0,0,0,0,0.001,0.009,0.005,0.168,0,0,1,11,77,10,8.059
06-04-14,0.48,1.829,0,0,0,0.487,3.43,0.324,0.144,0.159,0.791,0.132,0,0,0,0.073,0.116,0.041,0,0,0,0.034,0,3.367,0.005,0,0.09,0.034,0,0,0,0,0,0.003,0,0,0.004,0,0,0,0,0.259,0,0,0,0,0,0.006,0,0,0,0,0,14,85,13,6.882
07-04-14,0.494,1.338,0,1.569,0,0.331,3.564,0.246,0.286,0.076,0.926,0.064,0.288,0,0,0.062,0.12,0.046,0,0.04,0,0.017,0,3.785,0,0,0.046,0.038,0,0.091,0,0.002,0,0.001,0.002,0.004,0.006,0.003,0.01,0,0.028,0.268,0,0,0,0,0,0,0.023,0.342,0,0.03,0,12,88,19,9.053
08-04-14,0.355,2.955,0,0,0.949,0.415,4.183,0.261,0.414,0.294,0.949,0.075,0.37,0,0,0.384,0.121,0.008,0,0.04,0.365,0.009,0,4.257,0,0,0.042,0.034,0,0.125,0,0,0,0,0.005,0,0.005,0,0.006,0,0.038,0.27,0,0,0,0,0.03,0.009,0.006,0,0,0,0,10,59,11,9.967
09-04-14,0.312,2.97,0,2.179,0,0.294,1.49,0.316,0.185,0.145,0.685,0.045,0.041,0,0,0.07,0.117,0.025,0,0.006,0,0,0,1.754,0,0,0.05,0.026,0,0,0,0,0.003,0,0,0,0.005,0,0.01,0,0,0.261,0,0,0,0,0,0.002,0.004,0,0,0,0,11,66,10,8.582
10-04-14,0.125,2.955,0,0,0,0.291,4.325,0.202,0.401,0.169,0.765,0.086,0.245,0,0,0.065,0.119,0.005,0,0.019,0,0,0,4.816,0,0,0.044,0.023,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.263,0,0,0,0,0.038,0,0.004,0,0,0,0,11,69,14,6.432
11-04-14,0.186,2.331,0,0.633,0,0.136,4.533,0.242,0.377,0.329,0.736,0.07,0.344,0,0,0.127,0.124,0,0,0.002,0,0,0,5.312,0,0,0.092,0,0,0,0,0,0,0,0.05,0.004,0,0,0.009,0,0.022,0.274,0.003,0,0,0,0,0,0.055,0,0,0,0,11,71,6,7.85
12-04-14,0,2.089,0,0,0,0,0,0.017,0,0,0.64,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0,0,10,70,13,3.324
13-04-14,0,3.097,0,0,0,0,0,0.11,0,0,0.652,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,1,12,62,14,3.539
14-04-14,0.16,2.702,0,0,0.106,0,0.441,0.148,0,0,0.583,0,0,0,0,0,0.11,0,0,0,0,0,0,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.262,0,0,0,0,0,0.002,0,0,0,0,0,10,62,19,3.497
15-04-14,0.163,3.103,0.001,1.192,0.858,0.181,2.988,0.127,0.371,0.209,0.785,0.069,0.332,0,0.49,0.04,0.12,0.029,0,0.035,0,0,0,3.093,0,0,0.024,0.023,0,0,0,0,0,0,0,0.001,0.009,0,0,0,0.014,0.27,0,0,0,0,0,0.003,0,0,0,0,0,7,71,11,9.92
16-04-14,0.097,3.07,0,0.669,0,0.278,1.383,0.231,0.278,0.142,0.691,0.093,0.028,0,0,0.069,0.116,0.003,0,0.005,0,0,0,1.409,0,0,0.075,0.028,0,0,0,0,0,0,0,0,0.004,0,0,0,0.017,0.261,0,0,0,0,0,0.001,0,0,0,0,0,7,73,11,6.413
17-04-14,0.508,2.973,0,1.139,0.919,0.423,3.973,0.431,0.629,0.317,0.718,0.056,0.433,0,0,0.087,0.122,0.017,0,0.081,0.67,0.005,0,3.778,0,0,0.06,0.023,0,0,0,0,0,0.006,0,0,0.005,0.004,0.009,0,0.033,0.273,0,0,0,0,0,0,0,0,0,0,0,12,63,14,11.241
18-04-14,0.323,2.155,0,1.138,0,0.399,2.176,0.498,0.301,0.287,0.871,0.03,0,0,0,0.089,0.116,0.004,0,0,0,0.004,0,2.307,0,0,0.061,0.024,0,0,0,0.006,0,0,0,0,0.006,0,0,0,0.007,0.259,0,0,0,0.008,0,0.008,0,0,0,0,1,8,65,16,7.916
19-04-14,0.713,3.684,0.008,1.193,0.963,0.341,3.584,0.247,0.376,0.215,0.758,0.163,0,0,0,0.07,0.12,0.009,0,0,0,0.002,0,3.665,0,0,0.048,0.022,0,0,0.001,0,0,0.002,0,0.004,0.006,0,0.008,0,0.01,0.266,0,0,0,0,0,0.003,0,0,0,0,0,9,71,16,9.794
20-04-14,0.946,0.899,0,0,0,0.093,1.675,0.216,0.198,0.164,0.735,0.091,0,0,0,0.022,0.117,0.038,0,0,0,0.003,0,1.847,0.011,0,0.01,0.029,0,0.181,0,0,0,0.012,0,0.014,0.005,0.045,0,0,0,0.262,0,0,0,0,0,0.006,0,0,0,0,1,9,89,14,5.487
21-04-14,0.483,3.25,0,0.539,0,0.264,1.536,0.2,0.164,0.076,0.817,0.244,0.063,0,0,0.071,0.118,0,0,0.01,0,0.005,0,1.642,0.008,0,0.053,0.036,0,0.218,0,0,0,0,0,0,0.004,0,0.007,0,0,0.263,0,0,0,0,0.01,0.003,0.008,0.282,0,0,0,10,83,6,7.356
22-04-14,0.746,1.547,0,0,0.936,0.212,2.147,0.142,0.401,0.361,0.84,0.223,0.139,0,0,0.047,0.118,0.025,0,0.018,0,0,0,2.751,0,0,0.032,0.02,0,0.184,0,0,0,0.06,0,0.001,0.008,0,0,0,0.011,0.266,0,0,0,0,0,0.006,0.008,0,0,0,0,13,77,11,8.132
23-04-14,0.183,3.08,0,1.264,0,0.137,2.785,0.253,0.185,0.081,0.89,0.248,0.337,0,0,0.031,0.119,0.024,0,0.083,0,0.022,0,2.974,0,0,0.022,0.016,0,0,0,0,0,0,0,0,0.005,0,0.015,0,0.044,0.271,0,0,0,0,0,0.005,0,0,0,0,0,12,74,13,8.548
24-04-14,0.155,3.308,0.001,0.478,0.931,0.251,4.842,0.156,0.616,0.08,0.81,0.178,0.023,0,0,0.051,0.115,0.007,0,0.005,0,0.076,0,5.208,0,0,0.035,0.018,0,0.006,0,0,0,0,0,0.001,0.005,0,0,0,0.016,0.261,0,0,0,0,0,0,0,0,0,0,0,12,80,8,8.647
25-04-14,0.874,0.299,0,0,0,0.317,5.27,0.322,0.396,0.086,0.885,0.21,0.137,0,0,0.066,0.118,0.049,0,0.019,0,0.006,0,6.007,0.003,0,0.046,0.046,0,0.071,0.004,0,0,0.022,0,0.004,0.005,0,0.008,0,0.024,0.265,0,0,0,0,0.014,0.003,0.011,0,0,0,0,12,89,13,7.128
26-04-14,0.373,3.406,0,1.184,0,0.177,2.662,0.15,0.31,0.166,0.976,0.331,0.077,0,0,0.042,0.118,0.03,0,0.01,0.504,0.008,0,2.215,0,0,0.029,0.024,0,0,0,0,0,0.084,0,0,0.004,0,0,0,0.026,0.317,0,0,0,0,0,0.01,0.006,0,0,0,0,12,76,21,8.655
27-04-14,0.585,2.227,0,0,0.961,0.167,4.536,0.118,0.205,0.153,0.842,0.282,0.006,0,0,0.036,0.115,0.008,0,0,0.08,0.018,0,4.665,0.003,0,0.025,0.027,0,0.059,0.049,0,0,0.04,0,0,0.004,0,0,0,0,0.33,0,0,0,0,0,0.003,0,0,0,0,1,11,79,18,7.293
28-04-14,0.347,2.089,0,0,0,0.22,2.383,0.141,0.191,0.083,0.803,0.285,0,0,0,0.046,0.115,0.006,0,0,0,0.019,0,2.415,0,0,0.034,0.025,0,0,0.039,0,0,0.004,0,0.01,0.004,0,0.006,0,0.017,0.257,0,0,0,0,0,0.003,0,0,0,0,0,12,84,11,5.435
29-04-14,0.286,2.289,0,1.109,0.937,0.184,5.035,0.196,0.285,0,0.897,0.405,0.288,0,0,0.042,0.126,0,0,0.118,0,0.009,0,4.707,0,0,0.029,0.021,0,0,0.084,0,0,0.015,0.003,0.002,0.008,0,0,0,0.021,0.277,0,0,0,0,0,0.003,0.003,0,0,0,0,12,85,10,8.941
30-04-14,0.43,3.263,0,1.853,0,0.178,1.171,0.25,0.222,0,0.77,0.223,0,0,0,0.038,0.117,0,0,0,0,0,0,1.366,0,0,0.026,0.009,0,0,0.082,0,0,0.022,0,0,0.004,0,0.009,0,0.022,0.261,0,0,0,0,0,0.001,0,0,0,0,0,13,73,8,8.491
01-05-14,0.753,0.689,0,0,0,0.26,7.337,0.172,0.415,0.221,0.957,0.138,0.436,0,0,0.049,0.125,0.036,0,0.096,0.46,0.024,0,7.671,0,0,0.034,0.03,0,0.08,0.083,0,0,0.026,0,0.004,0.006,0,0,0,0.019,0.276,0,0,0,0,0.037,0.004,0.067,0,0,0,1,10,87,16,8.198
02-05-14,0.449,1.026,0,0.556,0.927,0.414,2.558,0.384,0.422,0.141,0.881,0.373,0.086,0,0,0.139,0.119,0.079,0,0.019,0,0,0,2.379,0.024,0,0.099,0.011,0,0.256,0.046,0,0,0.039,0,0.001,0.005,0,0.009,0,0,0.265,0,0,0,0,0.023,0.006,0.012,0,0,0,0,7,78,37,8.789
03-05-14,0.511,3.568,0,0,0,0.327,2.057,0.324,0.243,0.234,0.669,0.235,0,0,0,0.096,0.117,0,0,0,0,0.084,0,1.813,0,0,0.035,0.03,0,0,0.002,0,0,0.024,0.053,0,0.004,0,0,0,0.024,0.262,0,0,0,0,0,0.001,0,0,0,0,0,12,64,10,6.717
04-05-14,0.362,3.091,0,1.772,0.946,0.115,2.953,0.109,0.223,0.098,0.759,0.282,0,0,0,0.024,0.117,0.045,0,0,0,0.033,0,3.065,0,0,0.017,0.036,0,0.079,0.001,0,0,0,0,0,0.006,0,0.006,0,0.009,0.261,0,0,0,0,0,0.006,0,0,0,0,0,8,66,14,8.745
05-05-14,0.303,2.728,0,0.639,0,0.184,2.052,0.231,0.323,0.076,0.732,0.276,0.502,0,0,0.036,0.121,0.036,0,0.088,0,0,0,2.461,0,0,0.025,0.029,0,0.09,0,0,0,0.01,0,0.001,0.006,0.067,0,0,0.022,0.272,0,0,0,0,0,0.003,0,0,0,0,1,10,64,11,8.531
06-05-14,0.17,3.163,0,0.543,0,0.146,5.001,0.217,0.22,0,1.014,0.1,0,0,0.381,0.031,0.107,0,0,0,0,0,0,4.673,0,0,0.023,0.017,0,0,0,0,0,0.019,0,0.001,0.006,0,0.007,0,0.036,0.262,0,0,0,0,0,0.003,0,0,0,0,0,16,64,19,6.818
07-05-14,0.111,1.805,0,0.437,0.912,0.284,3.528,0.196,0.296,0.155,0.832,0.185,0,0,0,0.057,0.109,0.008,0,0,0,0.013,0,3.278,0,0,0.035,0.022,0,0,0.004,0,0,0.014,0,0.001,0.005,0,0,0,0,0.262,0,0,0,0,0,0.002,0,0,0,0,0,13,64,23,7.416
08-05-14,0.524,1.097,0,0.903,0,0.226,6.075,0.152,0.423,0.186,0.857,0.217,0.212,0,0,0.047,0.12,0,0,0.043,0,0.078,0,5.788,0,0,0.066,0.017,0,0,0.043,0,0,0,0,0.001,0.006,0,0.009,0,0.024,0.269,0,0,0,0,0,0.007,0.031,0,0,0.016,0,13,81,13,8.409
09-05-14,0.312,3.315,0.05,1.426,0,0.189,3.58,0.238,0.391,0.143,0.84,0.242,0.078,0,0,0.042,0.117,0,0,0.002,0,0.005,0,3.208,0,0,0.257,0.017,0,0,0.025,0,0,0,0,0.01,0,0,0.005,0,0.023,0.264,0,0,0,0,0,0.006,0.002,0,0,0,0,14,57,8,8.702
10-05-14,0.397,2.4,0,0,0.888,0.256,2.21,0.176,0.201,0.24,0.857,0.186,0,0,0,0.056,0.115,0.027,0,0,0.562,0.012,0,2.668,0.079,0,0.043,0.052,0,0,0.006,0,0,0.021,0,0.001,0.009,0.003,0.006,0,0,0.261,0,0,0,0,0,0.007,0,0,0,0,1,14,74,5,7.817
