,boiler,solar_thermal_pump,laptop,washing_machine,dishwasher,tv,kitchen_lights,htpc,kettle,toaster,fridge,microwave,lcd_office,hifi_office,breadmaker,amp_livingroom,adsl_router,livingroom_s_lamp,soldering_iron,gigE_&_USBhub,hoover,kitchen_dt_lamp,bedroom_ds_lamp,lighting_circuit,livingroom_s_lamp2,iPad_charger,subwoofer_livingroom,livingroom_lamp_tv,DAB_radio_livingroom,kitchen_lamp2,kitchen_phone&stereo,utilityrm_lamp,samsung_charger,bedroom_d_lamp,coffee_machine,kitchen_radio,bedroom_chargers,hair_dryer,straighteners,iron,gas_oven,data_logger_pc,childs_table_lamp,childs_ds_lamp,baby_monitor_tx,battery_charger,office_lamp1,office_lamp2,office_lamp3,office_pc,office_ds_fan,LED_printer,Holiday,Average_Temp_in_Celsius,Average_Humidity_in_percentage,Average_WindSpeed_in_KMperH,Total_power_mainMeter
1391299200,1.383,1.746,0.0,1.259,0.0,0.313,3.705,1.316,0.326,0.22,0.785,0.157,0.0,0.0,0.0,0.074,0.12,0.013,0.0,0.0,0.0,0.024,0.0,5.094,0.021,0.0,0.103,0.031,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,76,24,9.629
1393718400,1.047,1.672,0.0,0.0,0.994,0.0,1.74,1.309,0.196,0.167,0.651,0.058,0.062,0.0,0.0,0.0,0.121,0.009,0.0,0.014,0.0,0.102,0.0,2.52,0.005,0.0,0.0,0.008,0.0,0.257,0.0,0.0,0.0,0.001,0.0,0.014,0.009,0.0,0.017,0.0,0.0,0.264,0.0,0.0,0.0,0.0,0.016,0.014,0.009,0.0,0.0,0.0,1,7,80,21,8.275
1396396800,1.452,1.228,0.0,0.645,0.0,0.167,4.003,1.382,0.274,0.148,0.795,0.121,0.457,0.0,0.0,0.038,0.128,0.0,0.0,0.099,0.0,0.078,0.0,5.66,0.028,0.0,0.052,0.021,0.0,0.388,0.0,0.001,0.0,0.031,0.0,0.0,0.007,0.0,0.0,0.0,0.036,0.279,0.0,0.0,0.0,0.0,0.032,0.025,0.074,0.0,0.0,0.0,0,7,75,8,10.118
1398988800,1.115,0.897,0.0,0.0,0.967,0.294,2.147,1.369,0.17,0.09,0.769,0.309,0.002,0.0,0.0,0.106,0.125,0.016,0.0,0.001,0.0,0.047,0.0,3.728,0.041,0.0,0.309,0.0,0.0,0.353,0.0,0.001,0.0,0.002,0.0,0.016,0.009,0.0,0.01,0.0,0.017,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,75,14,9.669
1401667200,1.775,0.0,0.0,0.0,0.0,0.198,4.171,1.372,0.516,0.082,0.777,0.077,0.231,0.0,0.0,0.045,0.126,0.008,0.0,0.007,0.071,0.053,0.0,5.858,0.004,0.0,0.032,0.029,0.0,0.102,0.023,0.0,0.0,0.003,0.0,0.002,0.036,0.0,0.0,0.0,0.038,0.274,0.0,0.0,0.0,0.006,0.062,0.042,0.027,0.0,0.0,0.0,0,8,82,8,8.587
1404259200,0.991,1.095,0.001,1.465,0.0,0.308,4.069,1.333,0.349,0.179,0.837,0.108,0.146,0.0,0.0,0.068,0.121,0.013,0.0,0.03,0.281,0.028,0.0,7.217,0.041,0.0,0.049,0.033,0.0,0.365,0.082,0.0,0.0,0.013,0.0,0.003,0.005,0.0,0.0,0.0,0.01,0.265,0.0,0.0,0.0,0.0,0.035,0.027,0.023,0.0,0.0,0.0,0,7,77,8,11.472
1406937600,1.497,1.052,0.0,0.0,1.001,0.149,5.718,1.307,0.399,0.444,0.887,0.119,0.0,0.0,0.0,0.035,0.119,0.006,0.0,0.0,0.751,0.032,0.0,9.924,0.004,0.0,0.025,0.025,0.0,0.165,0.081,0.0,0.0,0.032,0.0,0.002,0.006,0.0,0.0,0.0,0.019,0.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,75,11,10.922
1409616000,1.169,1.613,0.0,0.661,0.0,0.282,4.294,0.745,0.363,0.161,0.804,0.168,0.004,0.0,0.0,0.066,0.119,0.0,0.0,0.0,0.0,0.05,0.0,4.039,0.019,0.0,0.062,0.055,0.0,0.209,0.081,0.0,0.0,0.0,0.0,0.0,0.004,0.029,0.007,0.0,0.022,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,67,10,8.433
1412208000,1.224,0.994,0.0,0.0,0.986,0.341,6.184,0.251,0.53,0.337,0.83,0.077,0.0,0.0,0.0,0.077,0.118,0.006,0.0,0.0,0.0,0.068,0.0,8.926,0.002,0.0,0.057,0.045,0.0,0.246,0.081,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.002,0.0,0.016,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,87,6,8.613
1414886400,1.906,0.991,0.003,0.717,0.0,0.301,3.695,0.202,0.349,0.348,0.845,0.101,0.405,0.0,0.0,0.062,0.125,0.0,0.0,0.002,0.0,0.064,0.0,4.532,0.036,0.0,0.046,0.01,0.0,0.226,0.084,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.01,0.0,0.016,0.276,0.0,0.0,0.0,0.0,0.09,0.076,0.049,0.0,0.0,0.0,1,4,77,24,9.186
1417478400,1.809,0.045,0.0,0.0,1.022,0.257,7.007,0.213,0.344,0.083,0.878,0.271,0.0,0.0,0.0,0.039,0.116,0.014,0.0,0.0,0.0,0.06,0.0,7.148,0.016,0.0,0.039,0.033,0.0,0.076,0.192,0.001,0.0,0.0,0.003,0.001,0.006,0.0,0.004,0.0,0.044,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,76,13,8.138
1392249600,1.657,1.732,0.018,0.661,0.0,0.302,3.881,0.235,0.335,0.184,0.823,0.119,0.022,0.0,0.0,0.09,0.116,0.01,0.0,0.0,0.0,0.034,0.0,4.871,0.031,0.0,0.066,0.025,0.0,0.104,0.127,0.001,0.0,0.0,0.0,0.012,0.005,0.0,0.0,0.0,0.031,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,6,71,26,7.836
1392336000,1.737,0.0,0.0,1.377,0.965,0.42,4.742,0.318,0.308,0.234,0.776,0.116,0.0,0.0,0.0,0.116,0.118,0.0,0.0,0.0,0.0,0.045,0.0,6.6,0.029,0.0,0.084,0.047,0.0,0.364,0.031,0.001,0.0,0.001,0.0,0.014,0.004,0.0,0.01,0.0,0.0,0.264,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0,7,80,27,10.64
1392422400,1.637,1.433,0.0,0.576,0.0,0.469,4.754,0.41,0.714,0.458,0.942,0.098,0.0,0.0,0.0,0.155,0.119,0.018,0.0,0.0,0.0,0.022,0.0,5.556,0.026,0.0,0.119,0.02,0.0,0.093,0.0,0.0,0.0,0.02,0.0,0.002,0.014,0.0,0.0,0.0,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,69,52,9.057
1392508800,1.434,1.856,0.0,1.811,0.429,0.272,3.611,0.25,0.246,0.15,0.863,0.138,0.0,0.0,0.0,0.098,0.118,0.019,0.0,0.0,0.067,0.014,0.0,3.67,0.012,0.0,0.069,0.036,0.0,0.108,0.045,0.0,0.0,0.006,0.0,0.002,0.003,0.0,0.0,0.0,0.024,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,72,18,9.63
1392595200,1.503,1.637,0.0,0.621,0.609,0.223,3.442,0.23,0.257,0.346,0.755,0.232,0.0,0.0,0.0,0.046,0.118,0.026,0.0,0.0,0.0,0.05,0.0,4.459,0.027,0.0,0.053,0.044,0.0,0.098,0.0,0.0,0.0,0.001,0.0,0.001,0.005,0.0,0.0,0.0,0.027,0.265,0.0,0.0,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0,6,80,14,8.034
1392681600,1.213,1.127,0.0,0.636,0.0,0.157,4.197,0.157,0.257,0.163,0.885,0.253,0.0,0.0,0.0,0.037,0.119,0.047,0.0,0.0,0.0,0.028,0.0,7.477,0.022,0.0,0.024,0.042,0.0,0.207,0.0,0.085,0.0,0.0,0.0,0.006,0.017,0.0,0.0,0.0,0.028,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,83,18,7.64
1392768000,0.962,1.576,0.007,0.764,0.0,0.0,2.317,0.083,0.338,0.166,0.736,0.069,0.54,0.0,0.0,0.0,0.125,0.0,0.0,0.096,0.0,0.0,0.011,2.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.277,0.0,0.0,0.0,0.0,0.062,0.058,0.046,0.0,0.0,0.01,0,7,85,14,7.55
1392854400,0.344,0.034,0.0,0.0,0.0,0.0,1.133,0.067,0.051,0.161,0.734,0.0,0.07,0.0,0.0,0.0,0.118,0.0,0.0,0.008,0.0,0.0,0.0,1.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.015,0.265,0.0,0.0,0.0,0.0,0.01,0.007,0.011,0.0,0.0,0.0,0,9,84,24,3.784
1392940800,0.384,1.182,0.0,0.0,0.473,0.0,2.881,0.124,0.142,0.088,0.707,0.0,0.0,0.0,0.0,0.0,0.117,0.019,0.0,0.0,1.198,0.0,0.0,3.801,0.01,0.0,0.0,0.015,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.021,0.006,0.0,0.0,0.0,0.0,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,73,21,6.449
1393027200,1.463,2.078,0.0,0.729,0.546,0.121,5.762,0.18,0.474,0.132,0.885,0.095,0.04,0.0,0.0,0.065,0.12,0.074,0.0,0.001,0.0,0.083,0.0,6.827,0.038,0.0,0.048,0.034,0.0,0.092,0.01,0.0,0.0,0.0,0.0,0.003,0.001,0.0,0.009,0.0,0.037,0.267,0.0,0.0,0.0,0.0,0.008,0.0,0.006,0.0,0.0,0.012,0,7,73,21,8.946
1393113600,1.402,0.805,0.0,0.0,0.987,0.432,5.407,0.286,0.169,0.222,0.952,0.31,0.0,0.0,0.0,0.129,0.121,0.045,0.0,0.0,0.0,0.06,0.001,6.318,0.013,0.0,0.115,0.019,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.002,0.009,0.0,0.0,0.0,0.029,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,74,29,8.382
1393200000,0.573,1.963,0.012,0.689,0.0,0.154,3.924,0.118,0.442,0.075,0.818,0.148,0.14,0.0,0.0,0.034,0.118,0.012,0.0,0.008,0.0,0.047,0.0,4.444,0.003,0.0,0.024,0.016,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.0,0.011,0.0,0.0,0.264,0.0,0.0,0.0,0.0,0.017,0.013,0.021,0.0,0.0,0.08,0,11,72,24,7.372
1393286400,0.858,1.72,0.0,0.976,0.0,0.302,4.169,0.207,0.34,0.212,0.792,0.2,0.342,0.0,0.0,0.065,0.123,0.066,0.0,0.086,0.0,0.025,0.0,3.458,0.026,0.0,0.046,0.014,0.0,0.074,0.027,0.0,0.0,0.0,0.0,0.001,0.005,0.0,0.0,0.0,0.048,0.273,0.0,0.0,0.0,0.0,0.03,0.023,0.055,0.0,0.0,0.016,0,8,79,26,8.614
1393372800,0.72,2.639,0.0,1.176,0.987,0.291,4.187,0.202,0.436,0.202,0.821,0.102,0.046,0.0,0.0,0.103,0.117,0.063,0.0,0.01,0.0,0.065,0.0,4.788,0.017,0.0,0.046,0.038,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.009,0.262,0.0,0.0,0.0,0.0,0.008,0.006,0.006,0.0,0.0,0.003,0,7,74,16,9.804
1393459200,1.147,1.839,0.0,0.0,0.0,0.465,2.66,0.282,0.259,0.158,0.786,0.107,0.407,0.0,0.0,0.106,0.124,0.031,0.0,0.102,0.0,0.086,0.001,2.843,0.027,0.0,0.075,0.052,0.0,0.197,0.0,0.0,0.0,0.001,0.0,0.0,0.006,0.0,0.011,0.0,0.0,0.274,0.0,0.0,0.0,0.0,0.045,0.036,0.065,0.0,0.0,0.0,0,7,74,23,8.045
1393545600,2.015,1.257,0.0,0.0,0.0,0.452,7.205,0.305,0.422,0.122,0.893,0.357,0.239,0.001,0.0,0.107,0.125,0.092,0.0,0.035,0.0,0.025,0.0,8.393,0.046,0.0,0.075,0.074,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.019,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.855,0.0,0.0,0,4,89,14,9.721
1388707200,0.951,1.712,0.0,0.67,1.052,0.055,4.335,0.111,0.283,0.217,0.804,0.074,0.249,0.0,0.0,0.013,0.124,0.033,0.0,0.0,1.12,0.025,0.003,6.03,0.015,0.0,0.009,0.03,0.0,0.096,0.0,0.004,0.0,0.0,0.0,0.001,0.008,0.0,0.018,0.0,0.03,0.274,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0,4,84,34,10.791
1391385600,1.283,1.301,0.0,0.708,0.0,0.196,2.077,0.306,0.276,0.225,0.72,0.086,0.0,0.0,0.0,0.055,0.118,0.032,0.0,0.0,0.0,0.005,0.0,2.306,0.056,0.0,0.037,0.041,0.0,0.146,0.0,0.002,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.263,0.006,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0,6,78,18,7.171
1393804800,0.352,1.29,0.0,0.0,0.0,0.116,2.079,0.085,0.139,0.149,0.53,0.058,0.039,0.0,0.0,0.026,0.091,0.017,0.0,0.003,0.0,0.0,0.0,2.166,0.0,0.0,0.018,0.013,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.011,0.006,0.0,0.01,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.01,0.009,0.005,0.0,0.0,0.0,0,7,84,13,4.367
1396483200,1.017,1.439,0.0,0.0,0.0,0.07,2.453,0.047,0.299,0.341,0.753,0.107,0.558,0.0,0.0,0.017,0.129,0.012,0.0,0.047,0.0,0.01,0.0,2.389,0.0,0.0,0.011,0.004,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.003,0.007,0.0,0.006,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.032,0.024,0.029,0.0,0.0,0.0,0,6,77,11,6.863
1399075200,0.985,2.237,0.0,0.792,1.078,0.0,2.162,0.073,0.176,0.063,0.735,0.049,0.19,0.0,0.0,0.0,0.12,0.0,0.0,0.038,0.0,0.01,0.0,2.609,0.0,0.0,0.0,0.0,0.0,0.359,0.0,0.0,0.0,0.0,0.0,0.002,0.009,0.02,0.01,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.033,0.025,0.015,0.0,0.0,0.01,0,7,71,10,8.408
1401753600,0.689,2.59,0.0,0.55,0.0,0.078,2.546,0.056,0.3,0.398,0.883,0.036,0.381,0.015,0.457,0.019,0.123,0.0,0.0,0.095,0.0,0.016,0.0,2.781,0.003,0.0,0.013,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.0,0.0,0.028,0.014,0.009,0.0,0.0,0.01,0,10,76,14,7.758
1404345600,1.172,1.718,0.0,0.0,0.0,0.08,3.839,0.059,0.338,0.047,1.165,0.334,0.057,0.0,0.49,0.019,0.118,0.005,0.0,0.013,0.0,0.16,0.0,5.284,0.033,0.0,0.013,0.039,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.0,0.009,0.0,0.026,0.263,0.002,0.0,0.0,0.0,0.018,0.014,0.009,0.0,0.0,0.0,0,11,76,18,7.402
1407024000,0.667,2.614,0.0,0.563,1.01,0.278,4.045,0.273,0.187,0.371,0.922,0.066,0.0,0.0,0.0,0.093,0.118,0.0,0.0,0.0,1.052,0.016,0.0,4.58,0.009,0.0,0.065,0.029,0.0,0.063,0.0,0.046,0.0,0.0,0.0,0.003,0.007,0.0,0.0,0.0,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,68,16,9.818
1409702400,0.37,2.482,0.0,2.465,0.0,0.141,3.725,0.183,0.149,0.387,0.828,0.057,0.0,0.0,0.0,0.035,0.119,0.031,0.0,0.0,0.0,0.014,0.0,4.3,0.016,0.0,0.024,0.02,0.0,0.061,0.001,0.047,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,65,10,9.471
1412294400,0.242,2.205,0.0,0.0,0.0,0.051,2.456,0.039,0.171,0.398,0.673,0.109,0.058,0.0,0.0,0.013,0.117,0.045,0.0,0.013,0.0,0.018,0.0,2.321,0.001,0.0,0.009,0.007,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.015,0.009,0.0,0.01,0.0,0.0,0.264,0.0,0.0,0.0,0.0,0.023,0.013,0.008,0.0,0.0,0.0,0,7,79,8,5.111
1414972800,1.046,1.231,0.0,0.0,0.0,0.063,2.262,0.037,0.344,0.261,0.778,0.092,0.417,0.0,0.0,0.013,0.123,0.022,0.0,0.097,0.0,0.004,0.0,3.534,0.011,0.0,0.009,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.007,0.0,0.005,0.0,0.011,0.273,0.001,0.0,0.0,0.0,0.121,0.097,0.059,0.0,0.0,0.0,0,7,82,26,6.659
1417564800,1.131,2.59,0.0,1.288,0.426,0.208,3.054,0.15,0.107,0.33,0.772,0.436,0.503,0.0,0.0,0.048,0.123,0.0,0.0,0.086,0.0,0.011,0.0,3.155,0.019,0.0,0.033,0.039,0.0,0.067,0.0,0.001,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.018,0.272,0.0,0.0,0.0,0.0,0.009,0.009,0.018,0.001,0.0,0.017,0,8,86,19,10.039
1394668800,0.232,2.853,0.0,0.667,0.608,0.106,3.378,0.078,0.229,0.156,0.652,0.109,0.087,0.0,0.407,0.045,0.119,0.0,0.0,0.02,0.0,0.015,0.001,3.338,0.007,0.0,0.017,0.014,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.012,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.025,0.022,0.012,0.0,0.0,0.0,0,8,86,3,7.562
1394755200,0.352,2.726,0.0,0.0,0.0,0.11,3.078,0.083,0.262,0.134,0.768,0.118,0.446,0.012,0.0,0.439,0.124,0.0,0.0,0.107,0.0,0.012,0.0,3.092,0.005,0.0,0.018,0.013,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.0,0.005,0.0,0.015,0.274,0.0,0.0,0.0,0.0,0.022,0.023,0.011,0.0,0.0,0.0,0,8,76,6,6.878
1394841600,0.47,2.244,0.0,3.17,0.0,0.28,2.25,0.208,0.357,0.247,0.831,0.054,0.0,0.0,0.0,0.067,0.12,0.061,0.0,0.0,0.992,0.0,0.0,3.403,0.015,0.0,0.046,0.049,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0.0,0.0,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,60,19,11.622
1394928000,0.383,2.971,0.0,0.0,1.017,0.353,1.809,0.279,0.214,0.072,0.744,0.059,0.0,0.0,0.0,0.079,0.119,0.03,0.0,0.0,0.0,0.013,0.0,2.465,0.018,0.0,0.043,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.012,0.0,0.008,0.0,0.04,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,61,18,6.896
1395014400,0.181,2.487,0.0,0.0,0.0,0.064,2.14,0.05,0.226,0.349,0.742,0.04,0.064,0.0,0.0,0.015,0.118,0.0,0.0,0.014,0.0,0.171,0.0,2.239,0.001,0.0,0.01,0.008,0.0,0.124,0.0,0.0,0.002,0.0,0.0,0.013,0.006,0.0,0.006,0.0,0.002,0.264,0.0,0.0,0.0,0.0,0.016,0.02,0.009,0.0,0.0,0.021,0,11,71,11,5.407
1395100800,0.541,1.951,0.0,0.606,0.0,0.084,2.876,0.067,0.164,0.163,0.679,0.081,0.042,0.0,0.0,0.02,0.119,0.014,0.0,0.009,0.0,0.018,0.0,2.593,0.0,0.0,0.014,0.011,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.005,0.0,0.01,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.013,0.009,0.006,0.0,0.0,0.0,0,11,66,21,5.816
1395187200,0.98,3.166,0.0,0.541,0.391,0.075,3.135,0.273,0.235,0.295,0.833,0.05,0.533,0.07,0.0,0.016,0.124,0.0,0.0,0.093,0.0,0.0,0.0,3.487,0.004,0.0,0.012,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.0,0.007,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.027,0.021,0.014,0.0,0.0,0.0,0,10,71,23,8.335
1395273600,0.778,1.972,0.0,1.211,0.564,0.435,3.314,0.295,0.445,0.161,0.84,0.231,0.436,0.0,0.0,0.106,0.123,0.0,0.0,0.066,0.667,0.016,0.0,5.514,0.017,0.0,0.166,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.032,0.0,0.0,0.0,0.025,0.273,0.0,0.0,0.0,0.0,0.021,0.017,0.021,0.165,0.0,0.034,0,11,74,31,11.516
1395360000,0.445,2.639,0.0,0.0,0.0,0.568,3.103,0.443,0.169,0.157,0.745,0.161,0.026,0.0,0.0,0.12,0.118,0.0,0.0,0.006,0.698,0.005,0.003,3.82,0.005,0.0,0.083,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.02,0.017,0.0,0.0,0.0,0.264,0.0,0.0,0.001,0.0,0.008,0.006,0.004,0.0,0.0,0.0,0,9,66,23,7.323
1395446400,0.749,2.537,0.0,1.772,0.998,0.215,2.979,0.209,0.247,0.219,0.885,0.131,0.089,0.0,0.0,0.049,0.123,0.024,0.0,0.0,0.0,0.03,0.0,4.278,0.001,0.0,0.036,0.02,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.0,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.318,0.0,0.012,0,8,68,26,10.422
1395532800,1.039,3.015,0.0,0.0,0.0,0.233,3.605,0.167,0.237,0.158,0.828,0.098,0.0,0.0,0.0,0.053,0.118,0.056,0.0,0.0,0.0,0.026,0.0,4.29,0.017,0.0,0.036,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.009,0.024,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,79,16,6.022
1395619200,0.963,2.5,0.0,1.159,0.0,0.178,1.806,0.243,0.181,0.071,0.684,0.064,0.0,0.0,0.0,0.041,0.119,0.045,0.0,0.0,0.0,0.0,0.0,2.216,0.014,0.0,0.028,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.008,0.0,0.0,0.0,0.031,0.264,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0,4,72,11,7.064
1395705600,1.213,1.895,0.0,0.663,0.957,0.223,5.483,0.299,0.501,0.357,0.793,0.14,0.477,0.0,0.0,0.064,0.118,0.046,0.0,0.067,0.0,0.029,0.0,6.135,0.015,0.0,0.045,0.245,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.003,0.006,0.0,0.01,0.0,0.024,0.271,0.0,0.0,0.0,0.0,0.025,0.022,0.054,0.0,0.0,0.0,0,7,77,18,10.547
1395792000,2.793,1.507,0.0,0.0,0.0,0.134,3.671,0.193,0.44,0.136,0.713,0.221,0.092,0.0,0.0,0.03,0.119,0.043,0.0,0.036,0.0,0.047,0.004,7.73,0.028,0.0,0.02,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.0,0.0,0.0,0.012,0.265,0.0,0.0,0.0,0.0,0.014,0.01,0.024,0.0,0.0,0.0,0,4,85,11,7.225
1395878400,3.174,2.414,0.0,2.186,0.99,0.06,2.55,0.041,0.617,0.301,0.775,0.12,0.008,0.0,0.0,0.05,0.119,0.05,0.0,0.002,0.0,0.023,0.0,5.668,0.012,0.0,0.008,0.046,0.0,0.223,0.0,0.003,0.0,0.107,0.104,0.005,0.008,0.0,0.0,0.0,0.012,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,6,82,10,12.327
1395964800,1.094,3.032,0.0,1.412,0.0,0.263,5.88,0.17,0.459,0.236,0.884,0.12,0.014,0.001,0.0,0.056,0.123,0.024,0.0,0.0,0.318,0.04,0.0,5.594,0.0,0.0,0.109,0.016,0.0,0.376,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.272,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.012,0,6,84,10,9.514
1396051200,0.92,3.283,0.0,0.693,0.963,0.117,5.29,0.107,0.663,0.304,0.773,0.197,0.018,0.0,0.0,0.027,0.12,0.066,0.0,0.0,0.441,0.072,0.0,7.087,0.017,0.0,0.018,0.015,0.0,0.197,0.0,0.0,0.0,0.012,0.0,0.001,0.008,0.0,0.0,0.0,0.039,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,8,80,8,9.966
1396137600,0.133,2.21,0.0,0.0,0.987,0.257,4.099,0.208,0.124,0.237,0.935,0.041,0.0,0.0,0.0,0.062,0.119,0.065,0.0,0.0,0.0,0.02,0.0,5.441,0.032,0.0,0.043,0.088,0.0,0.135,0.0,0.0,0.0,0.001,0.143,0.0,0.0,0.0,0.007,0.0,0.079,0.264,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1,11,77,5,7.635
1396224000,0.201,2.396,0.0,1.489,0.0,0.343,4.772,0.41,0.409,0.144,0.837,0.113,0.222,0.0,0.0,0.078,0.122,0.004,0.0,0.043,0.0,0.08,0.0,5.163,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.001,0.012,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.047,0.045,0.033,0.0,0.0,0.0,0,11,80,5,9.0
1388793600,0.353,3.072,0.001,2.507,0.967,0.201,2.543,0.239,0.335,0.063,0.851,0.111,0.608,0.017,0.0,0.042,0.126,0.042,0.0,0.112,0.0,0.021,0.0,2.575,0.0,0.0,0.07,0.023,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.005,0.0,0.009,0.0,0.054,0.277,0.0,0.0,0.0,0.0,0.064,0.059,0.038,0.178,0.0,0.0,0,11,76,26,11.326
1391472000,0.2,2.425,0.0,0.0,0.992,0.209,2.332,0.291,0.44,0.239,0.87,0.1,0.197,0.0,0.0,0.175,0.124,0.032,0.0,0.042,0.0,0.013,0.0,2.748,0.001,0.0,0.272,0.021,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.0,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.038,0.037,0.026,0.0,0.0,0.0,0,11,87,23,9.194
