,boiler,solar_thermal_pump,laptop,washing_machine,dishwasher,tv,htpc,kettle,toaster,fridge,microwave,lcd_office,hifi_office,breadmaker,amp_livingroom,adsl_router,livingroom_s_lamp,soldering_iron,gigE_&_USBhub,hoover,kitchen_dt_lamp,bedroom_ds_lamp,lighting_circuit,livingroom_s_lamp2,iPad_charger,subwoofer_livingroom,livingroom_lamp_tv,DAB_radio_livingroom,kitchen_lamp2,kitchen_phone&stereo,utilityrm_lamp,samsung_charger,bedroom_d_lamp,coffee_machine,kitchen_radio,bedroom_chargers,hair_dryer,straighteners,iron,gas_oven,data_logger_pc,childs_table_lamp,childs_ds_lamp,baby_monitor_tx,battery_charger,office_lamp1,office_lamp2,office_lamp3,office_pc,office_ds_fan,LED_printer,Holiday,Average_Temp_in_Celsius,Average_Humidity_in_percentage,Average_WindSpeed_in_KMperH,Total_power_mainMeter
1397952000,0.359,0.09,0,0,0,0.093,0.216,0.198,0.164,0.735,0.091,0,0,0,0.022,0.117,0.038,0,0,0,0.003,0,0.4,0.011,0,0.01,0.029,0,0.181,0,0,0,0.012,0,0.014,0.005,0.045,0,0,0,0.262,0,0,0,0,0,0.006,0,0,0,0,0,10,83,6,7.356
1398038400,0.301,0.325,0,0.539,0,0.264,0.2,0.164,0.076,0.817,0.244,0.063,0,0,0.071,0.118,0,0,0.01,0,0.005,0,0.211,0.008,0,0.053,0.036,0,0.218,0,0,0,0,0,0,0.004,0,0.007,0,0,0.263,0,0,0,0,0.01,0.003,0.008,0.282,0,0,0,13,77,11,8.132
1398124800,0.481,0.155,0,0,0.936,0.212,0.142,0.401,0.361,0.84,0.223,0.139,0,0,0.047,0.118,0.025,0,0.018,0,0,0,0.279,0,0,0.032,0.02,0,0.184,0,0,0,0.06,0,0.001,0.008,0,0,0,0.011,0.266,0,0,0,0,0,0.006,0.008,0,0,0,0,12,74,13,8.548
1398211200,0.236,0.308,0,1.264,0,0.137,0.253,0.185,0.081,0.89,0.248,0.337,0,0,0.031,0.119,0.024,0,0.083,0,0.022,0,0.335,0,0,0.022,0.016,0,0,0,0,0,0,0,0,0.005,0,0.015,0,0.044,0.271,0,0,0,0,0,0.005,0,0,0,0,0,12,80,8,8.647
1398297600,0.237,0.331,0.001,0.478,0.931,0.251,0.156,0.616,0.08,0.81,0.178,0.023,0,0,0.051,0.115,0.007,0,0.005,0,0.076,0,0.723,0,0,0.035,0.018,0,0.006,0,0,0,0,0,0.001,0.005,0,0,0,0.016,0.261,0,0,0,0,0,0,0,0,0,0,0,12,89,13,7.128
1398384000,0.382,0.03,0,0,0,0.317,0.322,0.396,0.086,0.885,0.21,0.137,0,0,0.066,0.118,0.049,0,0.019,0,0.006,0,0.637,0.003,0,0.046,0.046,0,0.071,0.004,0,0,0.022,0,0.004,0.005,0,0.008,0,0.024,0.265,0,0,0,0,0.014,0.003,0.011,0,0,0,0,12,76,21,8.655
1398470400,0.259,0.341,0,1.184,0,0.177,0.15,0.31,0.166,0.976,0.331,0.077,0,0,0.042,0.118,0.03,0,0.01,0.504,0.008,0,0.243,0,0,0.029,0.024,0,0,0,0,0,0.084,0,0,0.004,0,0,0,0.026,0.317,0,0,0,0,0,0.01,0.006,0,0,0,1,11,79,18,7.293
1398556800,0.324,0.223,0,0,0.961,0.167,0.118,0.205,0.153,0.842,0.282,0.006,0,0,0.036,0.115,0.008,0,0,0.08,0.018,0,0.474,0.003,0,0.025,0.027,0,0.059,0.049,0,0,0.04,0,0,0.004,0,0,0,0,0.33,0,0,0,0,0,0.003,0,0,0,0,0,12,84,11,5.435
1398643200,0.278,0.209,0,0,0,0.22,0.141,0.191,0.083,0.803,0.285,0,0,0,0.046,0.115,0.006,0,0,0,0.019,0,0.345,0,0,0.034,0.025,0,0,0.039,0,0,0.004,0,0.01,0.004,0,0.006,0,0.017,0.257,0,0,0,0,0,0.003,0,0,0,0,0,12,85,10,8.941
1398729600,0.247,0.229,0,1.109,0.937,0.184,0.196,0.285,0,0.897,0.405,0.288,0,0,0.042,0.126,0,0,0.118,0,0.009,0,0.494,0,0,0.029,0.021,0,0,0.084,0,0,0.015,0.003,0.002,0.008,0,0,0,0.021,0.277,0,0,0,0,0,0.003,0.003,0,0,0,0,13,73,8,8.491
1398816000,0.275,0.326,0,1.853,0,0.178,0.25,0.222,0,0.77,0.223,0,0,0,0.038,0.117,0,0,0,0,0,0,0.144,0,0,0.026,0.009,0,0,0.082,0,0,0.022,0,0,0.004,0,0.009,0,0.022,0.261,0,0,0,0,0,0.001,0,0,0,0,1,10,87,16,8.198
1398902400,0.332,0.069,0,0,0,0.26,0.172,0.415,0.221,0.957,0.138,0.436,0,0,0.049,0.125,0.036,0,0.096,0.46,0.024,0,0.822,0,0,0.034,0.03,0,0.08,0.083,0,0,0.026,0,0.004,0.006,0,0,0,0.019,0.276,0,0,0,0,0.037,0.004,0.067,0,0,0,0,7,78,37,8.789
1398988800,0.284,0.103,0,0.556,0.927,0.414,0.384,0.422,0.141,0.881,0.373,0.086,0,0,0.139,0.119,0.079,0,0.019,0,0,0,0.315,0.024,0,0.099,0.011,0,0.256,0.046,0,0,0.039,0,0.001,0.005,0,0.009,0,0,0.265,0,0,0,0,0.023,0.006,0.012,0,0,0,0,12,64,10,6.717
1399075200,0.328,0.357,0,0,0,0.327,0.324,0.243,0.234,0.669,0.235,0,0,0,0.096,0.117,0,0,0,0,0.084,0,0.191,0,0,0.035,0.03,0,0,0.002,0,0,0.024,0.053,0,0.004,0,0,0,0.024,0.262,0,0,0,0,0,0.001,0,0,0,0,0,8,66,14,8.745
1399161600,0.335,0.309,0,1.772,0.946,0.115,0.109,0.223,0.098,0.759,0.282,0,0,0,0.024,0.117,0.045,0,0,0,0.033,0,0.326,0,0,0.017,0.036,0,0.079,0.001,0,0,0,0,0,0.006,0,0.006,0,0.009,0.261,0,0,0,0,0,0.006,0,0,0,0,1,10,64,11,8.531
1399248000,0.27,0.273,0,0.639,0,0.184,0.231,0.323,0.076,0.732,0.276,0.502,0,0,0.036,0.121,0.036,0,0.088,0,0,0,0.249,0,0,0.025,0.029,0,0.09,0,0,0,0.01,0,0.001,0.006,0.067,0,0,0.022,0.272,0,0,0,0,0,0.003,0,0,0,0,0,16,64,19,6.818
1399334400,0.239,0.316,0,0.543,0,0.146,0.217,0.22,0,1.014,0.1,0,0,0.381,0.031,0.107,0,0,0,0,0,0,0.47,0,0,0.023,0.017,0,0,0,0,0,0.019,0,0.001,0.006,0,0.007,0,0.036,0.262,0,0,0,0,0,0.003,0,0,0,0,0,13,64,23,7.416
1399420800,0.233,0.181,0,0.437,0.912,0.284,0.196,0.296,0.155,0.832,0.185,0,0,0,0.057,0.109,0.008,0,0,0,0.013,0,0.34,0,0,0.035,0.022,0,0,0.004,0,0,0.014,0,0.001,0.005,0,0,0,0,0.262,0,0,0,0,0,0.002,0,0,0,0,0,13,81,13,8.409
1399507200,0.291,0.11,0,0.903,0,0.226,0.152,0.423,0.186,0.857,0.217,0.212,0,0,0.047,0.12,0,0,0.043,0,0.078,0,0.623,0,0,0.066,0.017,0,0,0.043,0,0,0,0,0.001,0.006,0,0.009,0,0.024,0.269,0,0,0,0,0,0.007,0.031,0,0,0.016,0,14,57,8,8.702
1399593600,0.25,0.332,0.05,1.426,0,0.189,0.238,0.391,0.143,0.84,0.242,0.078,0,0,0.042,0.117,0,0,0.002,0,0.005,0,0.333,0,0,0.257,0.017,0,0,0.025,0,0,0,0,0.01,0,0,0.005,0,0.023,0.264,0,0,0,0,0,0.006,0.002,0,0,0,1,14,74,5,7.817
1399680000,0.283,0.24,0,0,0.888,0.256,0.176,0.201,0.24,0.857,0.186,0,0,0,0.056,0.115,0.027,0,0,0.562,0.012,0,0.286,0.079,0,0.043,0.052,0,0,0.006,0,0,0.021,0,0.001,0.009,0.003,0.006,0,0,0.261,0,0,0,0,0,0.007,0,0,0,0,0,12,62,14,8.28
1399766400,0.334,0.194,0,0.406,0.89,0.283,0.302,0.403,0.234,0.804,0.062,0,0,0,0.06,0.117,0.026,0,0,0,0.047,0,0.566,0,0,0.041,0.02,0,0.038,0,0,0,0,0.059,0,0.003,0,0.007,0,0.045,0.263,0,0,0,0,0,0.004,0,0,0,0,0,13,71,10,7.316
1399852800,0.254,0.318,0,0.929,0,0.233,0.185,0.325,0,0.849,0.235,0.045,0,0,0.049,0.117,0.01,0,0.009,0,0.048,0,0.462,0,0,0.034,0.008,0,0,0.028,0,0.001,0.011,0,0.001,0.006,0,0,0,0,0.265,0,0,0,0,0,0.004,0.007,0,0,0,0,11,82,10,7.582
1399939200,0.31,0.202,0,0,0,0.238,0.184,0.336,0.281,0.794,0.512,0.486,0,0,0.053,0.124,0,0,0.091,0,0.021,0,0.599,0,0,0.037,0.025,0,0,0.09,0,0,0,0,0.001,0.007,0,0,0,0.038,0.275,0,0,0,0,0,0.003,0.034,0,0,0.014,0,13,73,11,9.477
1400025600,0.237,0.348,0,0.998,0.936,0.198,0.13,0.379,0.184,0.834,0.091,0.539,0,0,0.04,0.124,0,0,0.101,0,0,0,0.33,0,0,0.029,0.017,0,0,0.048,0,0,0,0,0.001,0.005,0,0,0,0,0.275,0,0,0,0,0.006,0.011,0.009,0,0,0,0,11,73,6,6.489
1400112000,0.237,0.301,0,0.005,0,0.268,0.171,0.227,0.091,0.821,0.048,0.269,0,0,0.056,0.121,0,0,0.073,0.53,0,0,0.231,0,0,0.039,0,0,0,0.013,0,0,0.005,0,0,0.003,0,0,0,0,0.271,0.002,0,0,0,0.026,0.023,0.016,0,0,0,0,12,62,5,8.109
1400198400,0.234,0.358,0,0.871,0,0.255,0.215,0.233,0.166,0.777,0.22,0.55,0,0,0.049,0.126,0,0,0.11,0,0,0,0.119,0,0,0.035,0,0,0,0.007,0,0,0.008,0,0,0.007,0,0,0,0.015,0.279,0.001,0,0,0,0.027,0.001,0.017,0,0,0,0,16,67,6,6.013
1400284800,0.234,0.28,0,0,0.851,0.221,0.272,0.345,0.178,0.837,0.119,0,0,0,0.048,0.117,0.025,0,0,0,0.009,0,0.149,0,0,0.036,0.022,0,0,0,0,0,0.012,0,0,0.005,0,0.013,0,0.014,0.263,0,0,0,0,0,0.002,0,0,0,0,1,16,65,11,6.734
1400371200,0.248,0.369,0,0,0,0.276,0.32,0.121,0.16,0.88,0.329,0,0,0.473,0.056,0.118,0,0,0,0,0.004,0,0.165,0,0,0.04,0.015,0,0,0.004,0,0,0,0,0,0.003,0,0.01,0,0,0.266,0,0,0,0,0,0.006,0,0,0,0,0,16,72,8,9.315
1400457600,0.216,0.276,0,0.77,0,0.199,1.364,0.302,0.233,1.077,0.052,0.413,0,0,0.04,0.126,0,0,0.095,0,0,0,0.11,0,0,0.03,0,0,0,0.001,0,0,0.003,0,0,0.006,0,0,0,0,0.275,0,0,0,0,0.018,0.025,0.017,0,0.06,0,0,16,72,14,6.173
1400544000,0.218,0.162,0,0,0,0.223,0.476,0.31,0.15,0.989,0.243,0,0,0,0.127,0.115,0.009,0,0,0,0,0,0.368,0,0,0.187,0.02,0,0,0.001,0,0,0,0,0,0.005,0,0,0,0.035,0.262,0,0,0,0,0,0.002,0,0,0,0,0,14,81,8,9.346
1400630400,0.236,0.301,0,0.871,0.86,0.203,0.138,0.302,0.152,0.884,0.055,0.622,0.003,0,0.037,0.122,0,0,0.103,0,0,0,0.312,0,0,0.026,0,0,0,0.015,0,0,0,0,0,0.005,0,0.014,0,0.036,0.274,0.003,0,0,0,0.02,0.002,0.018,0,0,0,0,16,74,19,5.671
1400716800,0.238,0.271,0,0,0,0.4,0.258,0.209,0.151,0.825,0.184,0,0,0,0.083,0.114,0.001,0,0,0,0,0,0.146,0,0,0.075,0.012,0,0,0,0,0,0,0,0,0.005,0,0,0,0.012,0.261,0,0,0,0,0,0.002,0,0,0,0,0,14,67,19,10.26
1400803200,0.239,0.201,0,1.675,0,0.131,0.179,0.336,0.31,0.891,0.046,0.609,0,0,0.026,0.126,0,0,0.15,0,0,0,0.642,0,0,0.018,0,0,0,0.011,0,0,0,0,0,0.001,0,0,0,0.01,0.278,0.001,0,0.003,0,0.025,0.025,0.055,0,0,0.047,0,13,79,13,6.693
1400889600,0.227,0.227,0,0,0.923,0,0.066,0.192,0.189,0.77,0.019,0.102,0,0,0,0.115,0.107,0,0.023,0,0,0,0.163,0,0,0.001,0,0,0,0,0,0,0,0,0,0.02,0,0.018,0,0,0.26,0,0,0,0,0,0.06,0.005,0.522,0.038,0.011,1,14,64,18,3.998
1400976000,0.209,0.337,0,0,0,0,0.118,0,0,0.789,0,0,0,0,0,0.114,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.003,0,0,0,0,0.108,0,0,0,0,1,14,76,8,3.698
1401062400,0.212,0.02,0,0,0,0,0.218,0,0,0.724,0,0,0,0,0,0.114,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,0.108,0,0,0,0,0,13,92,13,3.279
1401148800,0.208,0,0,0,0,0,0.055,0,0,0.625,0,0,0,0,0,0.115,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0.11,0,0,0,0,0,13,90,10,3.453
1401235200,0.217,0.014,0,0,0,0,0.09,0,0,0.677,0,0,0,0,0,0.116,0.167,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,0.111,0,0,0,0,0,14,81,11,4.077
1401321600,0.214,0.129,0,0,0,0,0.039,0,0,0.712,0,0,0,0,0.002,0.116,0.164,0,0,0.432,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.262,0,0,0,0,0,0.109,0,0,0,0,0,12,78,13,3.749
1401408000,0.212,0.191,0,0,0,0,0.16,0,0,0.632,0,0,0,0,0,0.116,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0.107,0,0,0,0,0,12,70,8,4.25
1401494400,0.209,0.241,0,0,0,0.122,0.124,0,0,0.744,0.064,0,0,0,0.028,0.116,0.139,0,0,0,0,0,0.12,0.009,0,0.019,0.015,0,0,0,0,0,0.003,0,0,0.001,0,0,0,0,0.259,0,0,0.001,0,0,0.096,0,0,0,0,0,16,73,35,8.45
1401580800,0.233,0.27,0.002,0.978,0,0.054,0.089,0.407,0.334,0.794,0.116,0.307,0,0,0.013,0.122,0,0,0.106,0,0,0,0.296,0.011,0,0.009,0.007,0,0,0,0,0,0,0,0,0.001,0,0,0,0.045,0.272,0,0,0,0,0,0,0.004,0.483,0,0.051,0,14,78,27,7.958
1401667200,0.237,0.296,0,0.769,0.856,0.22,0.167,0.283,0.221,1.016,0.03,0,0,0,0.048,0.119,0,0,0,0,0,0,0.309,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0.27,0,0,0,0,0,0,0,0,0,0,0,16,76,18,6.077
1401753600,0.278,0.238,0,0,0,0.218,0.235,0.317,0.098,0.933,0.284,0,0,0,0.041,0.116,0.021,0,0,0,0,0,0.331,0.078,0,0.029,0,0,0.197,0,0,0,0,0,0,0.006,0,0.016,0,0,0.267,0,0,0,0,0,0,0,0,0,0,1,11,76,27,6.033
1401840000,0.237,0.155,0,0,0,0.608,0.404,0.219,0.166,0.768,0.214,0,0,0,0.167,0.115,0,0,0,0,0,0,0.228,0,0,0.144,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0.266,0,0,0,0,0,0,0,0,0,0,0,13,63,19,7.09
1401926400,0.237,0.313,0,0.48,0.508,0.445,0.398,0.323,0,0.843,0.033,0,0,0,0.093,0.116,0,0,0,0,0,0,0.166,0,0,0.303,0,0,0,0,0,0,0.002,0,0,0.008,0,0,0,0.031,0.267,0,0,0,0,0,0,0,0,0,0,0,13,67,11,8.8
1402012800,0.227,0.291,0,1.256,0.36,0.609,0.469,0.278,0.081,0.844,0.05,0,0,0,0.126,0.118,0,0,0,0,0,0,0.05,0,0,0.101,0,0,0,0,0,0,0,0,0,0.008,0,0.005,0,0,0.268,0,0,0,0,0,0,0,0,0,0,1,18,71,13,7.983
1402099200,0.219,0.217,0,0.925,0,0.213,0.367,0.226,0.397,0.823,0.136,0,0,0,0.043,0.117,0,0,0,0.433,0,0,0.442,0,0,0.031,0.016,0,0,0,0,0.002,0,0,0,0.006,0,0.011,0,0,0.268,0,0,0,0,0,0,0,0,0,0,0,18,63,14,5.759
1402185600,0.228,0.348,0,0.329,0,0.209,0.161,0.199,0.174,0.899,0.027,0,0,0,0.093,0.113,0.023,0,0,0,0,0,0.033,0,0,0.077,0.018,0,0,0,0,0.002,0,0,0,0.007,0,0,0,0.014,0.264,0,0,0,0,0,0,0,0,0,0,0,19,74,5,7.225
1402272000,0.219,0.246,0,0.364,0.73,0.124,0.17,0.257,0.101,0.984,0.067,0,0,0,0.024,0.112,0.067,0,0,0,0,0,0.359,0.023,0,0.018,0.02,0,0.091,0,0,0.003,0,0,0.001,0.007,0.003,0.008,0,0.023,0.261,0,0,0,0,0,0,0,0,0,0,0,19,58,19,8.725
1402358400,0.231,0.348,0.025,0.374,0.75,0.395,0.254,0.169,0.085,0.935,0.313,0.378,0,0,0.07,0.118,0,0,0.06,0,0,0,0.207,0,0,0.071,0,0,0.105,0,0,0,0,0,0,0.011,0,0,0.021,0,0.271,0,0,0,0,0,0,0,0,0.117,0.038,0,17,59,14,4.388
1402444800,0.217,0.257,0,0,0,0.059,0.131,0.071,0,0.901,0.128,0,0,0,0.012,0.106,0,0,0,0,0,0,0.076,0.001,0,0.008,0,0,0,0,0,0,0.001,0,0,0.003,0.003,0.008,0,0,0.258,0,0,0,0,0,0,0,0,0,0,0,17,62,11,4.371
1402531200,0.217,0.275,0,0,0,0,0.187,0,0,0.823,0,0,0,0,0,0.11,0,0,0,0.374,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,18,63,5,3.795
1402617600,0.216,0.162,0,0,0,0,0.193,0,0,0.891,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.261,0,0,0.001,0,0,0,0,0,0,0,0,16,76,8,3.537
1402704000,0.212,0.107,0,0,0,0,0.086,0,0,0.871,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,1,16,67,14,4.242
1402790400,0.234,0.043,0,0,0,0.119,0.18,0,0,0.826,0.016,0.035,0,0,0.028,0.113,0.02,0,0,0.012,0,0,0.114,0,0,0.02,0.016,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0.265,0.003,0,0,0,0,0,0,0.164,0,0,0,14,72,16,7.791
1402876800,0.238,0.069,0.01,0.905,0,0.154,0.337,0.624,0.079,0.913,0.033,0.247,0,0,0.038,0.118,0,0,0.055,0,0,0,0.387,0,0,0.026,0.02,0,0,0,0,0.002,0,0,0,0.006,0,0,0,0.028,0.27,0.002,0,0,0,0,0,0.03,0,0,0,0,16,62,14,7.244
1402963200,0.238,0.366,0,0,0.829,0.34,0.354,0.261,0.306,0.806,0.033,0.038,0,0,0.096,0.114,0,0,0,0,0,0,0.042,0,0,0.07,0,0,0,0,0,0,0,0,0,0.003,0,0.004,0,0,0.266,0,0,0,0,0,0,0.02,0.206,0,0.008,0,16,76,10,5.669
1403049600,0.238,0.251,0.005,0,0,0.149,0.125,0.13,0.078,0.977,0.053,0.182,0,0,0.031,0.117,0.013,0,0.092,0,0,0,0.248,0.006,0,0.022,0.011,0,0,0,0,0.007,0,0,0,0.002,0,0,0,0,0.365,0,0,0,0,0,0,0.002,0,0,0.003,0,14,79,6,7.338
1403136000,0.238,0.191,0.001,0.419,0,0.376,0.261,0.287,0.074,0.945,0.029,0.111,0,0,0.082,0.117,0.067,0,0.131,0,0,0,0.279,0.043,0,0.062,0,0,0,0,0.001,0.003,0,0,0,0.004,0,0.012,0,0.033,0.28,0,0,0,0,0,0.008,0.007,0,0,0,0,14,64,8,6.866
1403222400,0.239,0.288,0,0,0.789,0.25,0.393,0.312,0.249,0.86,0.272,0,0,0,0.059,0.108,0,0,0,0,0,0,0.111,0,0,0.041,0.011,0,0,0,0,0.004,0.009,0,0,0.011,0,0,0,0.014,0.264,0,0,0,0.012,0,0,0,0,0,0,0,18,56,11,6.845
1403308800,0.238,0.318,0,0.782,0,0.192,0.151,0.269,0.158,0.863,0.047,0,0,0,0.143,0.108,0,0,0,0,0,0,0.088,0,0,0.114,0.003,0,0,0,0,0.002,0,0,0.002,0.002,0,0,0,0.003,0.264,0,0,0,0,0,0,0,0,0,0,1,16,65,10,7.778
1403395200,0.231,0.329,0,1.747,0,0.19,0.128,0.141,0.254,1.027,0.032,0,0,0,0.034,0.108,0.001,0,0,0,0,0,0.009,0,0,0.028,0,0,0,0,0,0.003,0,0,0.012,0.017,0.003,0.01,0,0,0.264,0.003,0,0,0,0,0,0,0,0,0,0,18,64,6,6.745
1403481600,0.235,0.258,0,0,0.763,0.055,0.08,0.199,0.106,0.912,0.071,0,0,0,0.013,0.103,0.03,0,0,0.552,0,0,0.185,0.014,0,0.009,0.021,0,0,0,0,0.003,0,0,0,0.008,0,0,0,0,0.263,0,0,0,0,0,0,0,0,0,0,0,17,73,10,7.63
1403568000,0.235,0.315,0.02,0.368,0,0.354,0.271,0.401,0,0.996,0.045,0.478,0,0,0.063,0.117,0,0,0.096,0,0,0,0.132,0,0,0.052,0.008,0,0,0,0,0.002,0,0,0.001,0.009,0,0,0,0.067,0.276,0,0,0,0,0,0.01,0.009,0.001,0.242,0,0,14,68,13,6.48
1403654400,0.234,0.278,0,0,0.728,0.36,0.239,0.3,0.107,0.836,0.101,0.016,0,0,0.076,0.107,0,0,0.004,0,0,0,0.163,0,0,0.053,0.011,0,0,0,0,0.003,0.001,0,0.005,0.009,0,0,0,0.022,0.263,0,0,0,0,0,0,0,0,0,0,0,13,68,10,7.374
1403740800,0.234,0.327,0,0,0,0.447,0.292,0.278,0.187,0.913,0.23,0.208,0,0,0.137,0.114,0,0,0.038,0.575,0,0,0.246,0,0,0.103,0.014,0,0,0,0,0.003,0,0,0,0.004,0,0.009,0,0,0.27,0,0,0,0,0,0.011,0.01,0,0,0,0,18,66,14,11.409
1403827200,0.239,0.269,0,1.783,0.8,0.377,0.328,0.414,0.241,0.961,0.068,0.445,0,0.443,0.082,0.12,0,0,0.08,0,0,0,0.202,0,0,0.071,0,0,0,0,0,0,0,0,0.001,0.008,0,0,0,0.017,0.276,0,0,0,0,0,0,0.001,0.154,0,0,0,16,74,13,5.56
1403913600,0.237,0.222,0,0,0,0.209,0.156,0.215,0.231,0.967,0.033,0,0,0,0.066,0.106,0,0,0,0,0,0,0.182,0,0,0.156,0.023,0,0,0,0,0.003,0,0,0,0.011,0,0.016,0,0,0.263,0,0,0,0,0,0,0,0,0,0,1,16,75,13,5.743
1404000000,0.233,0.19,0,0,0,0.361,0.196,0.325,0.142,0.936,0.263,0,0,0,0.087,0.107,0.037,0,0,0,0,0,0.198,0,0,0.067,0.056,0,0,0,0,0.001,0,0,0.001,0.002,0,0,0,0,0.263,0.002,0,0,0,0,0,0,0,0,0,0,15,68,10,8.237
1404086400,0.24,0.26,0,1.328,0.779,0.267,0.175,0.122,0.084,0.897,0.033,0.054,0,0,0.053,0.109,0.017,0,0.012,0,0,0,0.27,0,0,0.04,0.013,0,0,0,0,0.002,0,0,0.008,0.008,0,0,0.06,0,0.268,0,0,0,0,0,0,0.008,0,0,0,0,15,63,35,7.149
1404172800,0.238,0.365,0,0.684,0,0.176,0.133,0.333,0.313,0.841,0.029,0.413,0,0,0.039,0.115,0,0,0.077,0,0,0,0.068,0,0,0.028,0.011,0,0,0,0,0.003,0,0,0.003,0.01,0,0.009,0,0.012,0.274,0,0,0,0.001,0,0.013,0.009,0,0,0,0,14,65,24,6.607
1404259200,0.227,0.275,0,0.721,0,0.011,0.091,0.264,0.156,0.993,0.334,0.002,0,0,0.093,0.106,0.039,0,0.002,0,0,0,0.082,0,0,0.002,0,0,0,0,0,0.001,0,0,0.001,0,0,0.005,0,0.048,0.262,0,0,0,0,0,0.026,0,0,0,0,0,20,51,18,4.714
1404345600,0.217,0.17,0,0,0,0,0.137,0,0,0.959,0,0,0,0,0.34,0.107,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.261,0.001,0,0,0,0,0.109,0,0,0,0,0,21,56,21,4.57
1404432000,0.215,0.164,0,0,0,0,0.108,0,0,0.885,0,0,0,0,0.308,0.103,0.161,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.001,0,0,0,0,0.108,0,0,0,0,0,19,80,24,4.362
1404518400,0.214,0.07,0,0,0,0,0.003,0,0,0.897,0,0,0,0,0.322,0.1,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0,0,0,0,0.108,0,0,0,0,0,18,70,13,4.438
1404604800,0.215,0.238,0,0,0,0.001,0.003,0,0,0.797,0,0,0,0,0.318,0.102,0.159,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0,0,0,0,0.107,0,0,0,0,0,16,60,13,9.676
1404691200,0.217,0.173,0,0.786,0.852,0.217,0.137,0.394,0.201,0.932,0.169,0.429,0.002,0,0.349,0.117,0.145,0,0.059,0,0,0,0.388,0,0,0.08,0.013,0,0,0,0,0.003,0,0,0,0.002,0,0,0,0.04,0.276,0,0,0,0,0,0,0.02,0,0,0,0,15,72,10,7.037
1404777600,0.234,0.183,0,0,0.763,0.252,0.415,0.169,0.153,0.912,0.131,0.037,0,0,0.053,0.108,0,0,0.007,0,0.063,0,0.23,0,0,0.037,0.017,0,0,0,0,0.002,0,0,0,0,0,0.008,0,0,0.262,0,0,0,0,0,0,0.005,0,0,0,1,17,64,5,7.43
1404864000,0.24,0.331,0,0,0,0.182,0.269,0.387,0.403,0.944,0.11,0.727,0,0,0.04,0.124,0.011,0,0.117,0,0.059,0,0.287,0,0,0.029,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.281,0,0,0,0,0,0.011,0.006,0,0,0,0,14,83,19,10.628
1404950400,0.278,0.004,0,0.808,0,0.5,0.555,0.485,0.319,0.982,0.336,0.362,0,0,0.104,0.119,0,0,0.096,0.593,0,0,0.763,0.018,0,0.137,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.057,0.278,0,0,0,0.001,0,0.109,0.065,0,0,0,0,14,90,27,7.439
1405036800,0.241,0.049,0,0.375,0.781,0.403,0.326,0.462,0.154,0.741,0.193,0.184,0,0,0.094,0.111,0,0,0.04,0,0,0,0.631,0.008,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.005,0.268,0,0,0,0,0,0.046,0.029,0,0,0,1,18,85,21,8.402
1405123200,0.24,0.299,0,0.843,0,0.19,0.117,0.282,0.147,0.86,0.205,0.168,0,0,0.038,0.122,0,0,0.025,0,0,0,0.19,0,0.017,0.027,0,0,0,0,0,0.004,0,0,0,0,0,0.006,0,0,0.28,0,0,0,0,0,0.031,0.018,0.361,0,0,1,21,76,13,6.347
